article_id,primary_coder,secondary_coder,DOI,journal_name,title,wos_id
45181,NA,NA,https://doi.org/10.1177/01492063221082537,JOURNAL OF MANAGEMENT,Does an Employee-Experienced Crisis Help or Hinder Creativity? An Integration of Threat-Rigidity and Implicit Theories,WOS:000779358000001
14047,NA,NA,https://doi.org/10.1177/09567976221112936,PSYCHOLOGICAL SCIENCE,Racial Prejudice Predicts Police Militarization,WOS:000870450800001
33983,NA,NA,https://doi.org/10.1016/j.cedpsych.2022.102066,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,Diagrams support spontaneous transfer across whole number and fraction concepts,WOS:000806533700007
60904,NA,NA,https://doi.org/10.1016/j.learninstruc.2021.101541,LEARNING AND INSTRUCTION,Drawing to improve metacomprehension accuracy,WOS:000725569800016
7878,NA,NA,https://doi.org/10.1017/S0033291722002963,PSYCHOLOGICAL MEDICINE,Effect of lysergic acid diethylamide (LSD) on reinforcement learning in humans,WOS:000889922800001
65293,NA,NA,https://doi.org/10.1002/hrm.22087,HUMAN RESOURCE MANAGEMENT,Unraveling the relationship between high-performance work systems and firm performance: A mediation analysis,WOS:000692935300001
49839,NA,NA,https://doi.org/10.1177/09637214211051363,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,Research Domain Criteria (RDoC): Progress and Potential,WOS:000763500500001
69414,NA,NA,https://doi.org/10.1007/s00787-021-01810-w,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Trajectories of adolescent poly-substance use and their long-term social and economic outcomes for males from low-income backgrounds,WOS:000656590800001
70917,NA,NA,https://doi.org/10.1017/S0033291721000842,PSYCHOLOGICAL MEDICINE,Impaired executive function exacerbates neural markers of posttraumatic stress disorder,WOS:000785647200001
26846,NA,NA,https://doi.org/10.1111/apps.12420,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,The hidden performance costs of professional isolation? A latent change score model of professional isolation during the early stage of COVID-19 pandemic,WOS:000828672300001
59275,NA,NA,https://doi.org/10.1037/tra0001024,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Different Emotional Profile of Health Care Staff and General Population During the COVID-19 Outbreak,WOS:000733368100001
38994,NA,NA,https://doi.org/10.1089/aut.2021.0097,AUTISM IN ADULTHOOD,"""I'm the Family Ringmaster and Juggler"": Autistic Parents' Experiences of Parenting During the COVID-19 Pandemic",WOS:000794382900001
22242,NA,NA,https://doi.org/10.1016/j.janxdis.2022.102614,JOURNAL OF ANXIETY DISORDERS,"Adverse childhood experiences, adult anxiety and social capital among women in rural Kenya",WOS:000844069000005
28270,NA,NA,https://doi.org/10.1111/aphw.12384,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Older adults' physical activity after lockdown: Testing the health action process approach and the moderating role of fear of Covid-19,WOS:000823523100001
28374,NA,NA,https://doi.org/10.1007/s00787-022-02040-4,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Alarming changes in the global burden of mental disorders in children and adolescents from 1990 to 2019: a systematic analysis for the Global Burden of Disease study,WOS:000824254100001
46271,NA,NA,https://doi.org/10.1111/apps.12383,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Advancing a critical social psychological perspective on women's leadership: A case illustration from the Global South,WOS:000773741800001
64139,NA,NA,https://doi.org/10.1111/apps.12347,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Perceptions of organizational politics: A restricted nonlinearity perspective of its effects on job satisfaction and performance,WOS:000703347300001
20299,NA,NA,https://doi.org/10.1037/tra0001324,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,"The Acceptability, Feasibility, and Preliminary Effectiveness of Group Cognitive Behavioral Therapy for Chinese Children With Posttraumatic Stress Disorder: A Pilot Randomized Controlled Trial",WOS:000850638200001
12513,NA,NA,https://doi.org/10.1016/j.chb.2022.107491,COMPUTERS IN HUMAN BEHAVIOR,"Sex, age and cyber-victimization: A meta-analysis.",WOS:000876428000001
5465,NA,NA,https://doi.org/10.1007/s11469-022-00973-0,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Work Addiction and Its Relation with Dark Personality Traits: A Cross-sectional Study with Private Sector Employees,WOS:000894472300001
39011,NA,NA,https://doi.org/10.1016/j.jenvp.2022.101795,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,Pathways of place dependence and place identity influencing recycling in the extended theory of planned behavior,WOS:000791271800003
3969,NA,NA,https://doi.org/10.1111/aphw.12432,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Application of machine learning to discover interactions predictive of dietary lapses,WOS:000904018400001
13935,NA,NA,https://doi.org/10.1007/s11469-022-00937-4,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,The Increased Alcohol and Marijuana Use Associated with the Quality of Life and Psychosocial Aspects: a Study During the Covid-19 Pandemic in a Brazilian University Community,WOS:000870947000001
10583,NA,NA,https://doi.org/10.1016/j.jvb.2022.103804,JOURNAL OF VOCATIONAL BEHAVIOR,Tough times at the top: Occupational status predicts changes in job satisfaction in times of crisis,WOS:000882058700003
71175,NA,NA,https://doi.org/10.1007/s11469-020-00445-3,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,"When ""Good Enough"" Isn't Good Enough: Interdisciplinary Perspectives on Caring for Adults Using Substances at the End of Life",WOS:000626391300004
18983,NA,NA,https://doi.org/10.1007/s00787-022-02086-4,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Aberrant intrinsic hippocampal and orbitofrontal connectivity in drug-naive adolescent patients with major depressive disorder,WOS:000854853800002
25144,NA,NA,https://doi.org/10.1016/j.jaac.2021.08.024,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,The Role of Antenatal and Postnatal Maternal Bonding in Infant Development,WOS:000831709300016
9056,NA,NA,https://doi.org/10.1037/pspp0000449,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,Unraveling Values and Well-Being-Disentangling Within- and Between-Person Dynamics via a Psychometric Network Perspective,WOS:000884486600001
25148,NA,NA,https://doi.org/10.1016/j.jaac.2021.08.019,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Motivation and Cognitive Abilities as Mediators Between Polygenic Scores and Psychopathology in Children,WOS:000831709300013
46477,NA,NA,https://doi.org/10.1017/S0033291721005171,PSYCHOLOGICAL MEDICINE,Resting state connectivity predictors of symptom change during gaze-contingent music reward therapy of social anxiety disorder,WOS:000771791200001
53842,NA,NA,https://doi.org/10.1177/01492063211067517,JOURNAL OF MANAGEMENT,When Do Greedy Entrepreneurs Exhibit Unethical Pro-Organizational Behavior? The Role of New Venture Team Trust,WOS:000751164200001
55226,NA,NA,https://doi.org/10.1037/met0000468,PSYCHOLOGICAL METHODS,Seeing the Impossible: Visualizing Latent Variable Models With Flexplavaan,WOS:000746941300001
38079,NA,NA,https://doi.org/10.1017/S0033291722001362,PSYCHOLOGICAL MEDICINE,"Statistical power in clinical trials of interventions for mood, anxiety, and psychotic disorders",WOS:000797720400001
61163,NA,NA,https://doi.org/10.1111/jcpp.13553,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,Depression in 3/6-year-old children: clinical and psychosocial outcomes in later childhood and adolescence,WOS:000725315900001
57615,NA,NA,https://doi.org/10.1016/j.jvb.2021.103662,JOURNAL OF VOCATIONAL BEHAVIOR,Why and when does voice lead to increased job engagement? The role of perceived voice appreciation and emotional stability,WOS:000737512100002
12984,NA,NA,https://doi.org/10.1037/tra0001392,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Leveraging Community-Based Mental Health Services to Reduce Inequities for Children and Families Living in United States Who Have Experienced Migration-Related Trauma,WOS:000872781700001
13875,NA,NA,https://doi.org/10.1038/s41562-022-01458-9,NATURE HUMAN BEHAVIOUR,A multi-lab test of the facial feedback hypothesis by the Many Smiles Collaboration,WOS:000870605800001
40853,NA,NA,https://doi.org/10.1002/mar.21669,PSYCHOLOGY & MARKETING,"The effects of a dividing line in a product assortment on perceived quantity, willingness to buy, and choice satisfaction",WOS:000789551400001
61272,NA,NA,https://doi.org/10.1177/17456916211017858,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,"Person Perception, Meet People Perception: Exploring the Social Vision of Groups",WOS:000721917700001
72291,NA,NA,https://doi.org/10.1017/S0033291720005280,PSYCHOLOGICAL MEDICINE,Longitudinal symptom network structure in first-episode psychosis: a possible marker for remission,WOS:000786017500001
49629,NA,NA,https://doi.org/10.1007/s00787-022-01965-0,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Parental personality disorder symptoms and children's social skills: a prospective community study,WOS:000763335200002
15707,NA,NA,https://doi.org/10.1037/apl0001058,JOURNAL OF APPLIED PSYCHOLOGY,How Is Leadership Maintained? A Longitudinal Mediation Model Linking Informal Leadership to Upward Voice Through Peer Advice Seeking,WOS:000864867100001
34763,NA,NA,https://doi.org/10.1016/j.jenvp.2022.101813,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,"Comparing the effect of mindful and other engagement interventions in nature on attention restoration, nature connection, and mood",WOS:000804483300006
22550,NA,NA,https://doi.org/10.1177/09567976221094782,PSYCHOLOGICAL SCIENCE,The Games We Play: Prosocial Choices Under Time Pressure Reflect Context-Sensitive Information Priorities,WOS:000842677500001
41687,NA,NA,https://doi.org/10.1017/S0033291721000830,PSYCHOLOGICAL MEDICINE,Psychological trauma and the genetic overlap between posttraumatic stress disorder and major depressive disorder,WOS:000784422700001
46062,NA,NA,https://doi.org/10.1007/s11469-022-00812-2,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Mindfulness and Negative Emotions Among Females Who Inject Drugs: the Mediating Role of Social Support and Resilience,WOS:000773831800002
73324,NA,NA,https://doi.org/10.1007/s11469-020-00427-5,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Screening Performance of the Korean Version of the Gambling Problem Severity Subscale of the Canadian Adolescent Gambling Index (CAGI GPSS),WOS:000587932000001
51798,NA,NA,https://doi.org/10.1111/mono.12460,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,Parenting in the Context of the Child: Genetic and Social Processes,WOS:000973621800001
35983,NA,NA,https://doi.org/10.1017/S0033291720001610,PSYCHOLOGICAL MEDICINE,Effects of antidepressant medicines on preventing relapse of unipolar depression: a pooled analysis of parametric survival curves,WOS:000733759000008
55552,NA,NA,https://doi.org/10.1038/s41562-021-01272-9,NATURE HUMAN BEHAVIOUR,Field experiments find no evidence that chimpanzee nut cracking can be independently innovated,WOS:000746326400001
50305,NA,NA,https://doi.org/10.1007/s00787-022-01960-5,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Communicating distress: suicide threats/gestures among clinical and community youth,WOS:000762133900001
19586,NA,NA,https://doi.org/10.1177/09567976221101045,PSYCHOLOGICAL SCIENCE,Testing Deprivation and Threat: A Preregistered Network Analysis of the Dimensions of Early Adversity,WOS:000852326000001
60889,NA,NA,https://doi.org/10.1016/j.learninstruc.2021.101526,LEARNING AND INSTRUCTION,The quizzing effect depends on hope of success and can be optimized by cognitive load-based adaptation,WOS:000725569800013
30602,NA,NA,https://doi.org/10.1007/s00787-022-02016-4,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Optimising the management of children with concomitant bladder dysfunction and behavioural disorders,WOS:000818594400001
28618,NA,NA,https://doi.org/10.1037/apl0000580,JOURNAL OF APPLIED PSYCHOLOGY,Biting the Hand That Feeds: A Status-Based Model of When and Why Receiving Help Motivates Social Undermining,WOS:000822075800001
51329,NA,NA,https://doi.org/10.1037/tra0001183,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,The Impact of COVID-19 and Experiences of Secondary Traumatic Stress and Burnout,WOS:000755962600026
5026,NA,NA,https://doi.org/10.1111/aphw.12427,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Worksite health promotion for employees working from home: A vignette experiment examining intentions to participate,WOS:000900255600001
42907,NA,NA,https://doi.org/10.1016/j.jenvp.2021.101754,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,"Gratitude to nature: Presenting a theory of its conceptualization, measurement, and effects on pro-environmental behavior",WOS:000781044300013
17696,NA,NA,https://doi.org/10.1038/s41562-022-01434-3,NATURE HUMAN BEHAVIOUR,Relationship between nuclei-specific amygdala connectivity and mental health dimensions in humans,WOS:000858852300002
16813,NA,NA,https://doi.org/10.1016/j.jvb.2022.103743,JOURNAL OF VOCATIONAL BEHAVIOR,Regretting your occupation constructively: A qualitative study of career choice and occupational regret,WOS:000861613600003
68636,NA,NA,https://doi.org/10.1111/apps.12322,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,The curvilinear effect of professional faultlines on team innovation: The pivotal role of professional identity threat,WOS:000658910200001
67973,NA,NA,https://doi.org/10.1007/s00787-021-01825-3,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,Adolescent depression and adult labor market marginalization: a longitudinal cohort study,WOS:000667890300002
61597,NA,NA,https://doi.org/10.1016/j.chb.2021.107063,COMPUTERS IN HUMAN BEHAVIOR,Detecting deception through facial expressions in a dataset of videotaped interviews: A comparison between human judges and machine learning models,WOS:000719927500013
13968,NA,NA,https://doi.org/10.1017/S0033291722002835,PSYCHOLOGICAL MEDICINE,"Utility of PHQ-2, PHQ-8 and PHQ-9 for detecting major depression in primary health care: a validation study in Spain",WOS:000869513900001
59927,NA,NA,https://doi.org/10.1016/j.chb.2021.107159,COMPUTERS IN HUMAN BEHAVIOR,Adolescents' real-time social and affective experiences of online and face-to-face interactions,WOS:000740277100005
56718,NA,NA,https://doi.org/10.1016/j.chb.2021.107097,COMPUTERS IN HUMAN BEHAVIOR,Sexting to sex: Testing an attachment based model of connections between texting behavior and sex among heterosexually active women,WOS:000740278900004
17405,NA,NA,https://doi.org/10.1037/tra0000568,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Trauma and Principles of Trauma-Informed Care in the US Federal Legislative Response to the Opioid Epidemic: A Policy Mapping Analysis,WOS:000857963000012
1588,NA,NA,https://doi.org/10.1016/j.learninstruc.2022.101731,LEARNING AND INSTRUCTION,Do easy-to-read adaptations really facilitate sentence processing for adults with a lower level of education? An experimental eye-tracking study,WOS:000913683200001
32553,NA,NA,https://doi.org/10.1037/amp0000956,AMERICAN PSYCHOLOGIST,Developing Into a Group Therapist: An Empirical Investigation of Expert Group Therapists' Training Experiences,WOS:000811737000001
65534,NA,NA,https://doi.org/10.1007/s10648-021-09630-9,EDUCATIONAL PSYCHOLOGY REVIEW,Effective Strategies for Research Integrity Training-a Meta-analysis,WOS:000690373100001
27780,NA,NA,https://doi.org/10.1002/hrm.22134,HUMAN RESOURCE MANAGEMENT,Does emotional restraint or exuberance get you the job? How and when enthusiasm intensity is related to perceived job suitability,WOS:000826739500001
43267,NA,NA,https://doi.org/10.1002/job.2626,JOURNAL OF ORGANIZATIONAL BEHAVIOR,"Fifty shades of pray: Faith diversity management approaches impact employee satisfaction, support perceptions, and turnover",WOS:000782806700001
32187,NA,NA,https://doi.org/10.1002/da.23275,DEPRESSION AND ANXIETY,"Structural brain features signaling trauma, PTSD, or resilience? A systematic exploration",WOS:000811534900001
65779,NA,NA,https://doi.org/10.1080/10463283.2021.1963156,EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,Strategies for the promotion of humanity attribution to outgroups,WOS:000687602800001
6932,NA,NA,https://doi.org/10.1089/aut.2022.0053,AUTISM IN ADULTHOOD,Exploring Environmental Barriers and Facilitators to Inclusion on a University Campus for Autistic Students,WOS:000894095100001
18979,NA,NA,https://doi.org/10.1177/01492063221121788,JOURNAL OF MANAGEMENT,Pulling Together While Falling Apart: A Relational View on Integration in Serial Acquirers,WOS:000854812200001
63783,NA,NA,https://doi.org/10.1016/j.chb.2021.107024,COMPUTERS IN HUMAN BEHAVIOR,Trust in social media brands and perceived media values: A survey study in China,WOS:000704407400003
17446,NA,NA,https://doi.org/10.1016/j.learninstruc.2022.101649,LEARNING AND INSTRUCTION,Exploring the within-person contemporaneous network of motivational engagement,WOS:000861066500001
44119,NA,NA,https://doi.org/10.1016/j.chb.2022.107247,COMPUTERS IN HUMAN BEHAVIOR,"Adolescents' problematic internet use in secondary school students in Lagos, Nigeria: A preliminary examination of individual and family-based predictors and consequences",WOS:000776073700009
36460,NA,NA,https://doi.org/10.1016/j.cedpsych.2022.102068,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,What is the basis of teacher judgment of student cognitive abilities and academic achievement and what affects its accuracy?,WOS:000799836900004
52262,NA,NA,https://doi.org/10.1017/S0033291722000113,PSYCHOLOGICAL MEDICINE,Interferon-gamma moderation of poor sleep maintenance and depressed mood in community-dwelling older adults,WOS:000754084700001
8900,NA,NA,https://doi.org/10.1089/cyber.2022.0040,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,Perceived Parental Monitoring of Smartphones and Problematic Smartphone Use in Adolescents: Mediating Roles of Self-Efficacy and Self-Control,WOS:000888529800001
72315,NA,NA,https://doi.org/10.1007/s00787-021-01721-w,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,A novel school-based approach to screening for attention deficit hyperactivity disorder,WOS:000612872700001
35791,NA,NA,https://doi.org/10.1016/j.jadohealth.2021.10.035,JOURNAL OF ADOLESCENT HEALTH,<p>Late Adolescent Predictors of Homelessness and Food Insecurity During Emerging Adulthood</p>,WOS:000798205100008
28990,NA,NA,https://doi.org/10.1177/01492063221104988,JOURNAL OF MANAGEMENT,CEO's Hometown Identity and Corporate Social Responsibility,WOS:000822181400001
10911,NA,NA,https://doi.org/10.1080/14780887.2022.2141669,QUALITATIVE RESEARCH IN PSYCHOLOGY,Narrative productions of memory: reflections on collective memories as knowledge about the past,WOS:000880459600001
47147,NA,NA,https://doi.org/10.1037/amp0000995,AMERICAN PSYCHOLOGIST,Are Illiberal Acts Unethical? APA's Ethics Code and the Protection of Free Speech,WOS:000770406300001
17730,NA,NA,https://doi.org/10.1016/j.chb.2022.107483,COMPUTERS IN HUMAN BEHAVIOR,Algorithms as partners in crime: A lesson in ethics by design,WOS:000860663100009
54664,NA,NA,https://doi.org/10.1007/s11469-022-00762-9,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Sociodemographic Attributes and Racial Disparities for Waiting Times Towards Admissions for Substance Use Disorder Treatment in the Tri-State Area (NY-NJ-CT): a Cross-Sectional Study,WOS:000748678500001
17239,NA,NA,https://doi.org/10.1037/pspp0000428,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,The True Role That Suppressor Effects Play in Condition-Based Regression Analysis: None. A Reply to Fiedler (2021),WOS:000858454000020
64053,NA,NA,https://doi.org/10.1016/j.chb.2021.107007,COMPUTERS IN HUMAN BEHAVIOR,The effects of cultural dimensions on algorithmic news: How do cultural value orientations affect how people perceive algorithms?,WOS:000703266700003
19432,NA,NA,https://doi.org/10.1177/25152459221109259,ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,"Adjusting for Publication Bias in JASP and R: Selection Models, PET-PEESE, and Robust Bayesian Meta-Analysis",WOS:000853051200001
25140,NA,NA,https://doi.org/10.1016/j.jaac.2021.08.017,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Smaller Hippocampal Volume Among Black and Latinx Youth Living in High-Stigma Contexts,WOS:000831709300015
2481,NA,NA,https://doi.org/10.1016/j.chb.2022.107569,COMPUTERS IN HUMAN BEHAVIOR,"Adolescents' online appearance preoccupation: A 5-year longitudinal study of the influence of peers, parents, beliefs, and disordered eating",WOS:000911284400011
22886,NA,NA,https://doi.org/10.1017/S0033291722002082,PSYCHOLOGICAL MEDICINE,Social network size and personality traits independently and prospectively predict distress disorders and suicidal behavior in US Army soldiers,WOS:000841661200001
17335,NA,NA,https://doi.org/10.1037/tra0001360,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Ongoing Traumatic Stress During a Global Pandemic,WOS:000860910800001
72550,NA,NA,https://doi.org/10.1007/s11469-020-00466-y,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,"Positive Psychology for Mental Wellbeing of UK Therapeutic Students: Relationships with Engagement, Motivation, Resilience and Self-Compassion",WOS:000607345600001
17336,NA,NA,https://doi.org/10.1037/tra0001376,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Longitudinal Patterns of Posttraumatic Stress Disorder Symptoms Among Sexual Assault Survivors: A Latent Transition Analysis,WOS:000860912900001
26439,NA,NA,https://doi.org/10.1016/j.learninstruc.2022.101652,LEARNING AND INSTRUCTION,How valid are student perceptions of teaching quality across education systems?,WOS:000829840100001
15700,NA,NA,https://doi.org/10.1002/mar.21737,PSYCHOLOGY & MARKETING,Role of artificial intelligence in marketing strategies and performance,WOS:000864836000001
68019,NA,NA,https://doi.org/10.1177/01492063211021657,JOURNAL OF MANAGEMENT,"Negotiation Impasses: Types, Causes, and Resolutions",WOS:000665255900001
52618,NA,NA,https://doi.org/10.1111/bjhp.12585,BRITISH JOURNAL OF HEALTH PSYCHOLOGY,Expecting the best or fearing the worst: Discrepancies between self-rated health and frailty in an ageing Irish population,WOS:000753970600001
52260,NA,NA,https://doi.org/10.1017/S0033291721005316,PSYCHOLOGICAL MEDICINE,Evolution of impulsivity levels in relation to early cannabis use in violent patients in the early phase of psychosis,WOS:000753692600001
1903,NA,NA,https://doi.org/10.1016/j.jadohealth.2022.08.012,JOURNAL OF ADOLESCENT HEALTH,"First-Generation College Students, Emotional Support, and Systemic Inflammation Following the College Transition",WOS:000912259100009
21994,NA,NA,https://doi.org/10.1177/01492063221108921,JOURNAL OF MANAGEMENT,Quits Versus Discharges Across Job Levels: Revisiting the Positive Side of Turnover,WOS:000844834000001
57934,NA,NA,https://doi.org/10.1037/apl0000996,JOURNAL OF APPLIED PSYCHOLOGY,On the Assessment of Predictive Bias in Selection Systems With Multiple Predictors,WOS:000735543400001
28414,NA,NA,https://doi.org/10.1080/00461520.2022.2089147,EDUCATIONAL PSYCHOLOGIST,"Online learner engagement: Conceptual definitions, research themes, and supportive practices",WOS:000824357800001
40848,NA,NA,https://doi.org/10.1038/s41562-021-01259-6,NATURE HUMAN BEHAVIOUR,Rational arbitration between statistics and rules in human sequence processing,WOS:000789801100001
15727,NA,NA,https://doi.org/10.1002/hrm.22149,HUMAN RESOURCE MANAGEMENT,A contingency approach to HRM and firm innovation: The role of national cultures,WOS:000864861100001
37086,NA,NA,https://doi.org/10.1037/pspa0000313,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"Posing While Black: The Impact of Race and Expansive Poses on Trait Attributions, Professional Evaluations, and Interpersonal Relations",WOS:000797149700001
19514,NA,NA,https://doi.org/10.1017/S0033291722002379,PSYCHOLOGICAL MEDICINE,Fear learning and extinction predicts anxiety in daily life: a study of Pavlovian conditioning and ecological momentary assessment,WOS:000852883900001
44373,NA,NA,https://doi.org/10.1177/17456916211045971,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,"The Sweet Spot: When Children's Developing Abilities, Brains, and Knowledge Make Them Better Learners Than Adults",WOS:000782100600001
2755,NA,NA,https://doi.org/10.1016/j.jvb.2022.103825,JOURNAL OF VOCATIONAL BEHAVIOR,In need of opportunities: A within-person investigation of opposing pathways in the relationship between job insecurity and participation in development activities,WOS:000906919800004
27874,NA,NA,https://doi.org/10.1017/S0033291722001490,PSYCHOLOGICAL MEDICINE,Reduced fractional anisotropy in bipolar disorder v. major depressive disorder independent of current symptoms,WOS:000825463700001
21889,NA,NA,https://doi.org/10.1016/j.cedpsych.2022.102089,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,"A golden triangle? Reciprocal effects among morphological awareness, vocabulary knowledge, and reading comprehension in Chinese children",WOS:000839030400004
17149,NA,NA,https://doi.org/10.1037/tra0001338,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,Resilience in Swedish Adolescents-Does Resilience Moderate the Relationship Between Trauma Experience and Trauma Symptoms?,WOS:000860919100001
44624,NA,NA,https://doi.org/10.1017/S0033291720002408,PSYCHOLOGICAL MEDICINE,Ten-year course of cognition in first-episode non-affective psychosis patients: PAFIP cohort,WOS:000773495000020
56104,NA,NA,https://doi.org/10.1017/S003329172100492X,PSYCHOLOGICAL MEDICINE,Clozapine-related obsessive-compulsive symptoms and their impact on wellbeing: a naturalistic longitudinal study,WOS:000742215300001
73952,NA,NA,https://doi.org/10.1007/s11469-020-00396-9,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,Personalising Outcome Measurement in Substance Misuse Treatment: the Feasibility and Psychometrics of Two Individualised Outcome Measures,WOS:000568761200001
37093,NA,NA,https://doi.org/10.1111/aphw.12369,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,Identifying as someone who avoids virus transmission strengthens physical distancing habit-behaviour relationships: A longitudinal multi-national study during the COVID-19 pandemic,WOS:000797843800001
59393,NA,NA,https://doi.org/10.1037/tra0000625,PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,A Pilot Study Examining Roles of Cognitions and Affect Between Positive Memory Processing and Posttraumatic Stress Disorder Symptom Severity,WOS:000733125400001
26679,NA,NA,https://doi.org/10.1155/2022/1288273,HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,The Outcomes of Organizational Fairness among Precarious Workers: The Critical Role of Anomie at the Work,WOS:000829091200001
62896,NA,NA,https://doi.org/10.1037/met0000303,PSYCHOLOGICAL METHODS,Modeling Psychopathology: From Data Models to Formal Theories,WOS:000733049700001
50309,NA,NA,https://doi.org/10.1002/job.2618,JOURNAL OF ORGANIZATIONAL BEHAVIOR,The curvilinear relationship between team member boundary-spanning differentiation and creativity,WOS:000762559300001
12004,NA,NA,https://doi.org/10.1177/09637214221121295,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"How Do LGBTQ plus Parents Raise Well-Adjusted, Resilient, and Thriving Children?",WOS:000877867700001
36604,NA,NA,https://doi.org/10.1037/pspp0000424,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,Gheirat as a Complex Emotional Reaction to Relational Boundary Violations: A Mixed-Methods Investigation,WOS:000799982000001
24427,NA,NA,https://doi.org/10.1016/j.jaac.2021.09.001,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,Profiles of Functioning in 5.5-Year-Old Very Preterm Born Children in France: The EPIPAGE-2 Study,WOS:000833525900011
10470,NA,NA,https://doi.org/10.1037/pspp0000450,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,When Is Sensory Consumption Immoral?,WOS:000882317200001
20484,NA,NA,https://doi.org/10.1016/j.learninstruc.2022.101663,LEARNING AND INSTRUCTION,Stability of social support during school transitions: Associations with truancy and not completing upper secondary education in normative time,WOS:000849774100001
40432,NA,NA,https://doi.org/10.1016/j.jadohealth.2021.08.027,JOURNAL OF ADOLESCENT HEALTH,"Adolescents' Receipt of Sex Education in a Nationally Representative Sample, 2011-2019",WOS:000789211700017
70360,NA,NA,https://doi.org/10.1177/01492063211004993,JOURNAL OF MANAGEMENT,People and the Place: Social Dominance Orientation Is Reciprocally Associated With Hierarchy-Enhancing Occupations Over Time,WOS:000644044300001
