"doi","Journal","Publication_year","Publication_year.2","statistical.analysis.and.or.simulations.2","bioinformatic.analysis","additional.comment.on.analysis","analysis_software_names","num.software.calculated","num.software_with_version","num.packages","num.packages.calculated","num.packages_with_version","CodeShared","CodeShared.2","LinktoCode","LocationShared","Repository","FreeSoftware","FreeSoftware.2","DataUsed","DataShared","DataShared.2","ExtraComments","comments_AB","comments_on_AB"
"10.1098/rspb.2015.2725","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not cited, and R and R package versions not provided",NA,NA
"10.1002/ecs2.1493","ECOSPHERE",2016,"2015-2016","yes","no","quite simple corelations, thought the main point of the paper is more an overivew","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","partially","yes","NA",NA,NA
"10.1098/rspb.2016.0125","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","cladistic anlaysis","Tnt and Spiers",2,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","partially","yes","NA",NA,NA
"10.1086/688507","AMERICAN NATURALIST",2016,"2015-2016","yes","no","NA","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1555","ECOSPHERE",2016,"2015-2016","yes","no","NA","R and SAS",2,1,"4","4","3","no","no","NA","NA","NA","partially","yes","yes","no","no","NA",NA,NA
"10.1098/rspb.2016.0324","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Mathematica",1,0,"0","0","NA","yes","yes","http://rspb.royalsocietypublishing.org/content/283/1832/20160324","supplementary file","NA","no","no","no","NA","NA","NA",NA,NA
"10.1002/eap.1377","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","no","NA","NA","NA",NA,NA
"10.1002/ecs2.1444","ECOSPHERE",2016,"2015-2016","yes","no","NA","Maxent",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","partially","yes","NA",NA,NA
"10.1111/1365-2664.12652","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-1293.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA","SAS not mentioned",NA
"10.1111/mec.13850","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","non bioinformatic anlalysis are simple, bioinformatic anlaysis in R","R and Trimmoma and Gimlet and Spage and Msva and Colony and Franz",7,4,"2","2","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.mp745","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1441","ECOSPHERE",2016,"2015-2016","yes","no","NA","SAS and R",2,0,"1","1","0","no","no","NA","NA","NA","partially","yes","yes","no","no","NA",NA,NA
"10.1111/2041-210X.12524","METHODS IN ECOLOGY AND EVOLUTION",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Ibm Ilog Cplex",1,1,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12524/abstract","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1755-0998.12511","MOLECULAR ECOLOGY RESOURCES",2016,"2015-2016","yes","yes","develop and apply a new R package","R",1,0,"1","1","0","yes","yes","package: https://informatique-mia.inra.fr/biosp/cloncase; https://github.com/ssoubeyrand/CloNcaSe","version control platform","GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13649","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","PCA analysis","R and Enepop",2,1,"3","3","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.0062","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","SPSS",1,0,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1098/rspb.2016.0172","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","yes","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1389","ECOSPHERE",2016,"2015-2016","yes","no","NA","R",1,0,"3","3","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1098/rspb.2015.2586","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","yes","NA","SPSS and Graphpad Prism and Quime",3,2,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/mec.13461","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","NA","JMP and Tpsdig and Stacs",3,3,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12641","FUNCTIONAL ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Openbugs",1,0,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2435.12641/full#fec12641-sec-0016","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.0811","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","yes","NA","R",1,1,"1","3","0","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.cq7t1","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12467","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-1346.1","ECOLOGY",2016,"2015-2016","yes","no","NA","MATLAB and ImageJ and R",3,1,"1","1","0","partially","yes","http://onlinelibrary.wiley.com/doi/10.1890/15-1346.1/full","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.12621","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","yes","NA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12570","METHODS IN ECOLOGY AND EVOLUTION",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Bugs",1,0,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12570/abstract","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.2726","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,0,"3","3","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.3109","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","C++",1,0,"0","0","NA","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.c5t22","repository","Dryad","yes","yes","no","NA","NA","NA",NA,NA
"10.1111/1365-2745.12582","JOURNAL OF ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13665","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","NA","JMP and Genotyper",2,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1890/15-1928","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","NA","Sigmaplot",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1002/ecy.1554","ECOLOGY",2016,"2015-2016","yes","no","NA","SAS and R",2,1,"1","1","1","no","no","NA","NA","NA","partially","yes","yes","no","no","NA",NA,NA
"10.1111/mec.13525","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","bioinformatic anlaysis in R","R and Xcalibur",2,2,"5","6","0","no","no","NA","NA","NA","yes","yes","yes","partially","yes","NA",NA,NA
"10.1038/hdy.2015.67","HEREDITY",2016,"2015-2016","yes","yes","bioinformatic anlaysis in R","Structure and Baps and R",3,2,"4","4","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.mr909","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecy.1468","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"2","2","0","yes","yes","http://onlinelibrary.wiley.com/doi/10.1002/ecy.1468/full","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12526","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/eap.1363","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","NA","R and ImageJ and SAS",3,3,"2","2","2","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-0914.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/mec.13539","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","Sequencing, read mapping and variant calling, Inference of local ancestry, Gene Ontology enrichment analysis…. Some in R","R and Picard",2,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12534","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","JMP",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1890/15-0671","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","NA","R",1,1,"3","4","3","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1038/hdy.2015.92","HEREDITY",2016,"2015-2016","yes","yes","bioinformatic anlaysis in R","R and Biorssay",2,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-0118.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"3","3","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2664.12642","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","NA","STATA and R",2,2,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12642/full","repository and supplementary file","Dryad","partially","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.12619","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"6","7","0","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12619/abstract","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/687202","AMERICAN NATURALIST",2016,"2015-2016","yes","no","also phylogenetic analaysis","R",1,0,"1","1","0","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.69fc0; https://github.com/michellelawing/ppgm; + supplement (this is R code in docx","repository and supplementary file","Dryad and GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.12609","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1296","ECOSPHERE",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","0","yes","yes","https://github.com/selmants/bacteria_MAT","version control platform","GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/686220","AMERICAN NATURALIST",2016,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1002/ecy.1436","ECOLOGY",2016,"2015-2016","yes","yes","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","partially","yes","R package version not provided",NA,NA
"10.1002/ecs2.1357","ECOSPHERE",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Hyperniche",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12661","FUNCTIONAL ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.1364","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","NA","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA","no R listed",NA
"10.1111/1365-2745.12525","JOURNAL OF ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","MATLAB",1,1,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1111/1365-2745.12525/abstract;jsessionid=8D975B30A1F06E9A4C16EB85B9A3806D.f02t04","supplementary file","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1276","ECOSPHERE",2016,"2015-2016","yes","no","NA","JAGS and R",2,0,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2664.12627","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","NA","Minitab",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.3025","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","yes","gxpression and microarray analaysis, ANOVA, Kolmogorov-Smirnov, Levene, Tukey test","Agilent Feature Extraction and Partek Genomics Suite and Expander",4,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1002/ecy.1514","ECOLOGY",2016,"2015-2016","yes","no","NA","R and Midi",2,2,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1890/15-0858.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1002/ecy.1430","ECOLOGY",2016,"2015-2016","yes","no","NA","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1890/15-0236","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"0","0","NA","yes","yes","http://onlinelibrary.wiley.com/doi/10.1890/15-0236/full + doi:10.5281/zenodo.21416 + https://github.com/cboettig/pdg_control","repository and supplementary file","Zenodo and GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1038/hdy.2016.61","HEREDITY",2016,"2015-2016","yes","yes","very simple analysis","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-0800.1","ECOLOGY",2016,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA",NA,NA
"10.1098/rspb.2016.0561","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,1,"4","4","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12528","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","Mark and R",2,0,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","no","no","there is a zip data file link but it is broken",NA,NA
"10.1111/1365-2656.12386","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"1","1","1","yes","yes","https://besjournals.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2F1365-2656.12386&file=jane12386-sup-0002-AppendixS2.pdf","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12522","FUNCTIONAL ECOLOGY",2016,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12521","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/685296","AMERICAN NATURALIST",2016,"2015-2016","yes","no","NA","SPSS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.2607","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,1,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.1400","ECOSPHERE",2016,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA",NA,NA
"10.1111/mec.13436","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","bioinformatic anlaysis in R, glms, ANOVA, FDR, Fishers exact test, hypergeometric tests, Wilcoxon tests","Macau and R and Trim Galore and Bsmap",4,0,"2","2","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions of 3 out of 5 packages not provided, R not cited, and the version not provided, I just know they used R because they cite several R packages.",NA,NA
"10.1111/1365-2745.12552","JOURNAL OF ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13587","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","NA","Ldmax and Gold and R and Samtools and Picard and Gatk and Vcftools and Gatk and Admixture and Network and Raspberry and Eigensoft and Arlequin",13,9,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12478","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,0,"3","3","1","yes","yes","https://besjournals.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2F1365-2656.12478&file=jane12478-sup-0001-SupInfo.pdf","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.1949","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","JMP",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.0328","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,0,"3","4","1","no","no","NA","NA","NA","yes","yes","yes","partially","yes","NA",NA,NA
"10.1098/rspb.2016.1558","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","R",1,1,"1","1","1","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.df86m","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/eap.1371","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","NA","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2745.12626","JOURNAL OF ECOLOGY",2016,"2015-2016","yes","yes","NA","R",1,1,"3","3","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2016.0495","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","NA",NA,NA
"10.1111/1365-2664.12617","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"1","1","1","no","no","NA","NA","NA","yes","yes","no","NA","NA","NA",NA,NA
"10.1086/687111","AMERICAN NATURALIST",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","no","NA","NA","NA",NA,NA
"10.1111/mec.13611","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","bioinformatic model in Mathematica","Not Stated",NA,NA,"NA","NA","NA","yes","yes","http://doi.org/10.1111/mec.13611","supplementary file","NA","NA","NA","no","NA","NA","NA",NA,NA
"10.1098/rspb.2015.2452","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","yes","NA","JMP",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12568","METHODS IN ECOLOGY AND EVOLUTION",2016,"2015-2016","yes","no","develop a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","no","NA","NA","model is extensively described",NA,NA
"10.1890/15-0753.1","ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","R and JAGS",2,0,"1","1","0","yes","yes","http://onlinelibrary.wiley.com/doi/10.1890/15-0753.1/suppinfo","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-1225.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R and MATLAB",2,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2435.12653","FUNCTIONAL ECOLOGY",2016,"2015-2016","yes","no","NA","JMP",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.3027","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","yes","no","NA","Ioc",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.12614","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","yes","no","NA","SPSS and Sigmaplot",2,2,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1840","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12416","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R and Winbugs",2,2,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13334","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","bioinformatic anlaysis in R","Quantinemo and Metapop and Genepop and Ml_nullfreq",4,3,"0","0","NA","yes","yes","https://github.com/anpefi/Vilas_et_al.15","version control platform","GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.12411","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"0","0","NA","yes","yes","http://www.gov.scot/Topics/marine/science/MSInteractive/Themes/pcod","webpage (govermental)","NA","yes","yes","no","NA","NA","NA",NA,NA
"10.1111/1365-2656.12377","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","yes","NA","Esurge and U-care",2,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1975","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","no","NA","NA","NA",NA,NA
"10.1111/2041-210X.12384","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","yes","no","NA","R and Arcgis",2,2,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12423","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,0,"2","2","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.0832","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","SPSS and R",2,2,"0","0","NA","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1086/682667","AMERICAN NATURALIST",2015,"2015-2016","yes","no","NA","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2435.12480","FUNCTIONAL ECOLOGY",2015,"2015-2016","yes","no","NA","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","NA","no R listed",NA
"10.1890/ES15-00420.1","ECOSPHERE",2015,"2015-2016","yes","no","method to calculate CI intervals","R",1,1,"1","1","1","yes","yes","http://esapubs.org/archive/ecos/C006/078/suppl-1.php","supplementary file","NA","yes","yes","no","NA","NA","NA",NA,NA
"10.1098/rspb.2015.0228","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","MATLAB",1,0,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/1365-2656.12340","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/ES14-00522.1","ECOSPHERE",2015,"2015-2016","yes","no","NA","SPSS",1,1,"0","0","NA","yes","yes","https://figshare.com/articles/Appendix_A_An_example_of_SPSS_syntax_for_a_full_generalised_linear_mixed_model_using_long-tailed_mouse_count_as_a_dependent_variable_/3564546","repository","Figshare","no","no","yes","no","no","NA",NA,NA
"10.1111/mec.13386","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","NA","R and Ecosim",2,1,"1","1","0","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1111/mec.13426","MOLECULAR ECOLOGY",2015,"2015-2016","yes","yes","NA","Mega and Genemapper and Arlequin and Hp-rare and Pstat and SPSS and Structure and Clumpp and Zt and R",10,6,"3","3","0","no","no","NA","NA","NA","partially","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2745.12496","JOURNAL OF ECOLOGY",2015,"2015-2016","yes","no","NA","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2015.1167","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","yes","no","NA","R",1,0,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1890/14-1261.1","ECOLOGICAL MONOGRAPHS",2015,"2015-2016","yes","no","develop/extend, run/impelement a model","R",1,0,"2","3","1","yes","yes","https://figshare.com/articles/Supplement_1_Data_matrices_and_R_source_code_of_the_software_used_in_the_paper_/3568989","repository","Figshare","yes","yes","yes","yes","yes","NA",NA,NA
