id,authors,title,keywords,pubMonth,pubYear,volume,firstPage,lastPage,doi
GZlZa,"Gowen, E; Bolton, E; Poliakoff, E",Believe it or not: Moving non-biological stimuli believed to have human origin can be represented as human movement,Visuomotor priming; Automatic imitation; Mirror neuron system; Stimulus response compatibility; Human-robot interaction,JAN,2016,146,431,438,http://doi.org/10.1016/j.cognition.2015.10.010
Ywigr,"Topolinski, S; Bakhtiari, G; Erle, TM","Can I cut the Gordian tnok? The impact of pronounceability, actual solvability, and length on intuitive problem assessments of anagrams",Anagrams; Problem solving; Phonation; Fluency,JAN,2016,146,439,452,http://doi.org/10.1016/j.cognition.2015.10.019
zlAdx,"McKoon, G; Ratcliff, R",Adults with poor reading skills: How lexical knowledge interacts with scores on standardized reading comprehension tests,Struggling adult readers; Diffusion modeling; Lexical decision; Reading scores,JAN,2016,146,453,469,http://doi.org/10.1016/j.cognition.2015.10.009
GfLnH,"van Elk, M; Rutjens, BT; van der Pligt, J",The development of the illusion of control and sense of agency in 7-to-12-year old children and adults,Illusion of control; Sense of agency; Positive illusions; Magical thinking; Children; Development; Self-attribution bias,DEC,2015,145,1,12,http://doi.org/10.1016/j.cognition.2015.08.004
BUSJl,"Kapitany, R; Nielsen, M",Adopting the ritual stance: The role of opacity and context in ritual and everyday actions,Ritual; Ritual cognition; Social cognition; Normativity; Religion,DEC,2015,145,13,29,http://doi.org/10.1016/j.cognition.2015.08.002
knuuT,"Phillips, J; Luguri, JB; Knobe, J",Unifying morality's influence on non-moral judgments: The relevance of alternative possibilities,Morality; Alternative possibilities; Modality,DEC,2015,145,30,42,http://doi.org/10.1016/j.cognition.2015.08.001
tEQfK,"Huang, LQ","Visual features for perception, attention, and working memory: Toward a three-factor framework",Visual perception; Visual attention; Visual working memory; Visual features,DEC,2015,145,43,52,http://doi.org/10.1016/j.cognition.2015.08.007
aGBRS,"Yurovsky, D; Frank, MC",An integrative account of constraints on cross-situational learning,Statistical learning; Word learning; Language acquisition; Computational models,DEC,2015,145,53,62,http://doi.org/10.1016/j.cognition.2015.07.013
WjcZu,"Bohn, M; Call, J; Tomasello, M",Communication about absent entities in great apes and human infants,Comparative psychology; Pointing; Language development; Displacement,DEC,2015,145,63,72,http://doi.org/10.1016/j.cognition.2015.08.009
AfBAA,"Cosman, JD; Atreya, PV; Woodman, GF",Transient reduction of visual distraction following electrical stimulation of the prefrontal cortex,Attentional capture; Prefrontal cortex; Attentional control; Transcranial direct-current stimulation (tDCS),DEC,2015,145,73,76,http://doi.org/10.1016/j.cognition.2015.08.010
HAKBA,"Perner, J; Huemer, M; Leahy, B",Mental files and belief: A cognitive theory of how children represent belief and its intensionality,Mental files; Theory of mind; False belief; Intensionality; Concept development,DEC,2015,145,77,88,http://doi.org/10.1016/j.cognition.2015.08.006
VhfLP,"Leonard, N; Rips, LJ",Identifying and counting objects: The role of sortal concepts,Object identity; Object individuation; Individual concepts; Singular concepts; Sortal concepts,DEC,2015,145,89,103,http://doi.org/10.1016/j.cognition.2015.08.003
jloDO,"Chan, J; Schunn, CD",The importance of iteration in creative conceptual combination,Creativity; Problem solving; Conceptual combination,DEC,2015,145,104,115,http://doi.org/10.1016/j.cognition.2015.08.008
KeKrF,"Han, SW","Working memory contents revive the neglected, but suppress the inhibited",Working memory; Attention; Perception; Stimulus-driven competition,DEC,2015,145,116,121,http://doi.org/10.1016/j.cognition.2015.08.012
OliNK,"Jones, G; Macken, B",Questioning short-term memory and its measurement: Why digit span measures long-term associative learning,Digit span; Associative learning; Short-term memory; Long-term memory; Sequence learning; Computational modelling,NOV,2015,144,1,13,http://doi.org/10.1016/j.cognition.2015.07.009
qFHyl,"Gunderson, EA; Spaepen, E; Gibson, D; Goldin-Meadow, S; Levine, SC",Gesture as a window onto children's number knowledge,Cardinality; Number words; Gesture; Gesture-speech mismatch; Approximation,NOV,2015,144,14,28,http://doi.org/10.1016/j.cognition.2015.07.008
xAQTM,"Wulff, DU; Hills, TT; Hertvvig, R",How short- and long-run aspirations impact search and choice in decisions from experience,Decisions from experience; Information sampling; Risky choice; One-shot and multi-play gambles,NOV,2015,144,29,37,http://doi.org/10.1016/j.cognition.2015.07.006
NBAVR,"De Visscher, A; Szmalec, A; Van Der Linden, L; Noel, MP",Serial-order learning impairment and hypersensitivity-to-interference in dyscalculia,Dyscalculia; Sensitivity-to-interference; Serial-order learning; Arithmetic facts; Heterogeneity; Memory,NOV,2015,144,38,48,http://doi.org/10.1016/j.cognition.2015.07.007
NiDwn,"Noel, JP; Pfeiffer, C; Blanke, O; Serino, A",Peripersonal space as the space of the bodily self,Peripersonal space; Full Body Illusion; Self-location; Self; Multisensory integration,NOV,2015,144,49,57,http://doi.org/10.1016/j.cognition.2015.07.012
aVpKb,"Freier, L; Cooper, RP; Mareschal, D",The planning and execution of natural sequential actions in the preschool years,Goal-directed actions; Action development; Action planning; Over-imitation; Action perception,NOV,2015,144,58,66,http://doi.org/10.1016/j.cognition.2015.07.005
LYHnr,"Cooper, JA; Marsh, JK",The influence of expertise on essence beliefs for mental and medical disorder categories,Essentialist beliefs; Category knowledge; Physicians; Mental disorders,NOV,2015,144,67,75,http://doi.org/10.1016/j.cognition.2015.07.016
YrVlq,"Johnston, AM; Mills, CM; Landrum, AR",How do children weigh competence and benevolence when deciding whom to trust?,Trait labels; Order effects; Trust; Source reliability; Epistemology; Preschool-aged children,NOV,2015,144,76,90,http://doi.org/10.1016/j.cognition.2015.07.015
wzPrK,"Wan, LL; Crookes, K; Reynolds, KJ; Irons, JL; McKone, E",A cultural setting where the other-race effect on face recognition has no social-motivational component and derives entirely from lifetime perceptual experience,Other-race effect; Cross-race effect; Own-race bias; Face recognition; Ingroup-outgroup; Contact,NOV,2015,144,91,115,http://doi.org/10.1016/j.cognition.2015.07.011
tcTzM,"Grillo, N; Costa, J; Fernandes, B; Santi, A",Highs and Lows in English Attachment,Sentence processing; Parsing Universals; Attachment preferences; Relative Clauses; Pseudo Relative Small Clauses,NOV,2015,144,116,122,http://doi.org/10.1016/j.cognition.2015.07.018
XOWLN,"Ferrara, K; Landau, B","Geometric and featural systems, separable and combined: Evidence from reorientation in people with Williams syndrome",Reorientation; Williams syndrome; Spatial navigation; Spatial representation; Geometry; Landmarks,NOV,2015,144,123,133,http://doi.org/10.1016/j.cognition.2015.07.010
ljVyE,"Heiphetz, L; Spelke, ES; Young, LL",In the name of God: How children and adults judge agents who act for religious versus secular reasons,Implicit attitudes; Religious cognition; Social cognitive development; Social preferences; Teleology,NOV,2015,144,134,149,http://doi.org/10.1016/j.cognition.2015.07.017
SEVdW,"Stich, S; Tarzia, J",The pretense debate,Pretense; Theory of mind; Mindreading; Imagination; Concepts; Alan Leslie,OCT,2015,143,1,12,http://doi.org/10.1016/j.cognition.2015.06.007
WjCBs,"Ravignani, A; Westphal-Fitch, G; Aust, U; Schlumpp, MM; Fitch, WT",More than one way to see it: Individual heuristics in avian visual computation,Artificial grammar learning; Local/global processing; Species differences; Model selection; Maximum likelihood; Language evolution,OCT,2015,143,13,24,http://doi.org/10.1016/j.cognition.2015.05.021
UKrIG,"Monaghan, P; Sio, UN; Lau, SW; Woo, HK; Linkenauger, SA; Ormerod, TC",Sleep promotes analogical transfer in problem solving,Problem solving; Sleep; Analogical transfer; Memory; Information restructuring,OCT,2015,143,25,30,http://doi.org/10.1016/j.cognition.2015.06.005
OREoI,"Wang, YY; Cao, ZJ; Zhu, ZJ; Cai, HQ; Wu, YH",Cue-independent forgetting by intentional suppression - Evidence for inhibition as the mechanism of intentional forgetting,Intentional forgetting; Inhibition; Interference; Independent-cue technique; Memory retrieval,OCT,2015,143,31,35,http://doi.org/10.1016/j.cognition.2015.05.025
ILQxP,"Orena, AJ; Theodore, RM; Polka, L","Language exposure facilitates talker learning prior to language comprehension, even in adults",Speech perception; Talker identification; Talker learning; Language exposure,OCT,2015,143,36,40,http://doi.org/10.1016/j.cognition.2015.06.002
jsUQe,"Mancini, F; Steinitz, H; Steckelmacher, J; Iannetti, GD; Haggard, P",Poor judgment of distance between nociceptive stimuli,Somatosensory system; Pain; Nociception; Touch; Space; Spatial remapping; Parietal cortex,OCT,2015,143,41,47,http://doi.org/10.1016/j.cognition.2015.06.004
LKjzB,"Menninghaus, W; Bohrn, IC; Knoop, CA; Kotz, SA; Schlotz, W; Jacobs, AM",Rhetorical features facilitate prosodic processing while handicapping ease of semantic comprehension,Rhetorical features; Conceptual and perceptual; fluency/disfluency; Succinctness; Beauty; Persuasion,OCT,2015,143,48,60,http://doi.org/10.1016/j.cognition.2015.05.026
iaFLb,"Freudenthal, D; Pine, JM; Jones, G; Gobet, F",Simulating the cross-linguistic pattern of Optional Infinitive errors in children's declaratives and Wh- questions,Optional Infinitive errors; Computational modelling; Cross-linguistic analysis,OCT,2015,143,61,76,http://doi.org/10.1016/j.cognition.2015.05.027
tWxwk,"Dautriche, I; Swingley, D; Christophe, A",Learning novel phonological neighbors: Syntactic category matters,Word leaming; Lexical access; Phonetic sensitivity; Language acquisition,OCT,2015,143,77,86,http://doi.org/10.1016/j.cognition.2015.06.003
CPOQU,"Hills, TT; Adelman, JS",Recent evolution of learnability in American English from 1800 to 2000,Semantic bleaching; Language evolution; Concreteness; Historical linguistics; Culturomics,OCT,2015,143,87,92,http://doi.org/10.1016/j.cognition.2015.06.009
breyI,"Edmiston, P; Lupyan, G",What makes words special? Words as unmotivated cues,Concepts; Language; Categories; Labels; Environmental sounds,OCT,2015,143,93,100,http://doi.org/10.1016/j.cognition.2015.06.008
yhaFU,"Gao, XQ; Maurer, D; Wilson, HR",The PCA learning effect: An emerging correlate of face memory during childhood,Face memory; Implicit learning; Prototype; Principal components; Face space; Development,OCT,2015,143,101,107,http://doi.org/10.1016/j.cognition.2015.06.011
dTNTk,"Deschamps, I; Agmon, G; Loewenstein, Y; Grodzinsky, Y","The processing of polar quantifiers, and numerosity perception",Numerical cognition; Weber's Law; Language processing; Natural language quantifiers; Verification algorithms; Monotonicity; Polarity,OCT,2015,143,115,128,http://doi.org/10.1016/j.cognition.2015.06.006
ODsTO,"Akechi, H; Stein, T; Kikuchi, Y; Tojo, Y; Osanai, H; Hasegawa, T",Preferential awareness of protofacial stimuli in autism,Protofacial stimuli; Autism spectrum disorder; Conscious awareness; Social brain,OCT,2015,143,129,134,http://doi.org/10.1016/j.cognition.2015.06.016
NLTPm,"der Nederlanden, CMV; Hannon, EE; Snyder, JS",Finding the music of speech: Musical knowledge influences pitch processing in speech,Music; Language; Domain-specific; Auditory illusion,OCT,2015,143,135,140,http://doi.org/10.1016/j.cognition.2015.06.015
Kqcqt,"Ong, DC; Zaki, J; Goodman, ND",Affective cognition: Exploring lay theories of emotion,Emotion; Inference; Lay theories; Bayesian models; Emotion perception; Cue integration,OCT,2015,143,141,162,http://doi.org/10.1016/j.cognition.2015.06.010
nqCFf,"Soto, FA; Quintana, GR; Perez-Acosta, AM; Ponce, FP; Vogel, EH",Why are some dimensions integral? Testing two hypotheses through causal learning experiments,Generalization; Configural and elemental processing; Separable and integral dimensions; Causal learning; Rational theory,OCT,2015,143,163,177,http://doi.org/10.1016/j.cognition.2015.07.001
TehxV,"Cunningham, AJ; Witton, C; Talcott, JB; Burgess, AP; Shapiro, LR",Deconstructing phonological tasks: The contribution of stimulus and response type to the prediction of early decoding skills,Phonological awareness; Decoding; Task; Reading; Measurement; Latent variable modelling,OCT,2015,143,178,186,http://doi.org/10.1016/j.cognition.2015.06.013
juUVN,"Gerken, L; Knight, S",Infants generalize from just (the right) four words,Language development; Phonological feature; Generalization; Learning bias,OCT,2015,143,187,192,http://doi.org/10.1016/j.cognition.2015.04.018
msAkG,"Faber, M; Gennari, SP",In search of lost time: Reconstructing the unfolding of events from memory,Event memory; Event concepts; Event schemas; Similarity; Event segmentation; Learning; Episodic memory,OCT,2015,143,193,202,http://doi.org/10.1016/j.cognition.2015.06.014
TjjyK,"Ruggeri, A; Lombrozo, T",Children adapt their questions to achieve efficient search,Information search; Causal inference; Hypothesis generation; Hypothesis testing,OCT,2015,143,203,216,http://doi.org/10.1016/j.cognition.2015.07.004
gjtoc,"Vejnovic, D; Zdravkovic, S","Side flankers produce less crowding, but only for letters",Crowding; Letter perception; Orthographic processing,OCT,2015,143,217,227,http://doi.org/10.1016/j.cognition.2015.07.003
nNvlf,"Sutherland, SL; Cimpian, A",An explanatory heuristic gives rise to the belief that words are well suited for their referents,Language; Nominal fit; Explanation; Heuristics; Inherence heuristic; Conceptual development,OCT,2015,143,228,240,http://doi.org/10.1016/j.cognition.2015.07.002
oZnIa,"Singh, L; Goh, HH; Wewalaarachchi, TD","Spoken word recognition in early childhood: Comparative effects of vowel, consonant and lexical tone variation",Language acquisition; Word recognition; Lexical tone,SEP,2015,142,1,11,http://doi.org/10.1016/j.cognition.2015.05.010
sZwOn,"Jern, A; Kemp, C",A decision network account of reasoning about other people's choices,Choice; Mental state reasoning; Social reasoning; Theory of mind; Decision networks,SEP,2015,142,12,38,http://doi.org/10.1016/j.cognition.2015.05.006
rerjb,"Perea, M; Vergara-Martinez, M; Gomez, P",Resolving the locus of cAsE aLtErNaTiOn effects in visual word recognition: Evidence from masked priming,Masked priming; Lexical access; Case alternation,SEP,2015,142,39,43,http://doi.org/10.1016/j.cognition.2015.05.007
dXpha,"Hobbs, K; Spelke, E",Goal attributions and instrumental helping at 14 and 24 months of age,Prosociality; Instrumental helping; Goal attribution; Social cognitive development,SEP,2015,142,44,59,http://doi.org/10.1016/j.cognition.2015.03.014
HFCil,"Frey, R; Mata, R; Hertwig, R",The role of cognitive abilities in decisions from experience: Age differences emerge as a function of choice set size,Decisions from experience; Risky choice; Information sampling; Cognitive modeling; Cognitive abilities; Aging,SEP,2015,142,60,80,http://doi.org/10.1016/j.cognition.2015.05.004
LNrgN,"Verbruggen, F; Logan, GD",Evidence for capacity sharing when stopping,Response inhibition; Selective stopping; Dual tasking; PRP; Capacity sharing,SEP,2015,142,81,95,http://doi.org/10.1016/j.cognition.2015.05.014
GPpOJ,"Zhao, MT; Warren, WH",Environmental stability modulates the role of path integration in human navigation,Navigation; Path integration; Landmark stability; Back-up system; Reference system,SEP,2015,142,96,109,http://doi.org/10.1016/j.cognition.2015.05.008
qFyNq,"Vukovic, N; Williams, JN",Individual differences in spatial cognition influence mental simulation of language,Embodied cognition; Language comprehension; Spatial cognition; Perspective taking; Individual differences,SEP,2015,142,110,122,http://doi.org/10.1016/j.cognition.2015.05.017
bAIfz,"Rhodes, G; Pond, S; Burton, N; Kloth, N; Jeffery, L; Bell, J; Ewing, L; Calder, AJ; Palermo, R",How distinct is the coding of face identity and expression? Evidence for some common dimensions in face space,Face perception; Face aftereffects; Adaptive coding; Face recognition,SEP,2015,142,123,137,http://doi.org/10.1016/j.cognition.2015.05.012
eLEmz,"Novack, MA; Goldin-Meadow, S; Woodward, AL",Learning from gesture: How early does it happen?,Gesture; Iconicity; Action; Imitation,SEP,2015,142,138,147,http://doi.org/10.1016/j.cognition.2015.05.018
yRQxs,"Mozuraitis, M; Chambers, CG; Daneman, M",Privileged versus shared knowledge about object identity in real-time referential processing,Common ground; Conversation; Real-time comprehension; Appearance-reality distinction; Physical co-presence; Perspective-taking,SEP,2015,142,148,165,http://doi.org/10.1016/j.cognition.2015.05.001
hagBi,"D'Angelo, MC; Humphreys, KR","Tip-of-the-tongue states reoccur because of implicit learning, but resolving them helps",Error learning; Language production; Tip-of-the-tongue state; Implicit learning,SEP,2015,142,166,190,http://doi.org/10.1016/j.cognition.2015.05.019
vHhbv,"Jonsson, ML; Hahn, U; Olsson, EJ",The kind of group you want to belong to: Effects of group structure on group accuracy,Wisdom of crowds; Group structure; Group accuracy; Information flow; Social networks; Group learning,SEP,2015,142,191,204,http://doi.org/10.1016/j.cognition.2015.04.013
mdUEF,"Ranti, C; Chatham, CH; Badre, D",Parallel temporal dynamics in hierarchical cognitive control,Serial vs. parallel; Executive function; Computational model; Prefrontal cortex; Basal ganglia,SEP,2015,142,205,229,http://doi.org/10.1016/j.cognition.2015.05.003
ucpnH,"Longo, MR",Intuitive anatomy: Distortions of conceptual knowledge of hand structure,Body representation; Conceptual knowledge; Somatosensation,SEP,2015,142,230,235,http://doi.org/10.1016/j.cognition.2015.05.024
SBzVV,"Beran, MJ; Perdue, BM; Futch, SE; Smith, JD; Evans, TA; Parrish, AE",Go when you know: Chimpanzees' confidence movements reflect their responses in a computerized memory task,Confidence judgments; Chimpanzees; Memory; Matching-to-sample; Metacognition,SEP,2015,142,236,246,http://doi.org/10.1016/j.cognition.2015.05.023
ysVzj,"DeWind, NK; Adams, GK; Platt, ML; Brannon, EM",Modeling the approximate number system to quantify the contribution of visual stimulus features,Numerical cognition; Number sense; Psychophysics; Approximate number system; Magnitude comparison,SEP,2015,142,247,265,http://doi.org/10.1016/j.cognition.2015.05.016
EqnmW,"Rissman, L; Rawlins, K; Landau, B",Using instruments to understand argument structure: Evidence for gradient representation,Argument structure; Event representation; Verbal semantics; Linguistic judgments; Instruments,SEP,2015,142,266,290,http://doi.org/10.1016/j.cognition.2015.05.015
PvoAc,"Rinaldi, L; Brugger, P; Bockisch, CJ; Bertolini, G; Girelli, L",Keeping an eye on serial order: Ocular movements bind space and time,Time; Space; Eye movements; Visuospatial attention; Serial order; Working memory,SEP,2015,142,291,298,http://doi.org/10.1016/j.cognition.2015.05.022
aPexS,"Douven, I; Schupbach, JN",The role of explanatory considerations in updating,Explanation; Updating; Inference; Probability; Bayesianism,SEP,2015,142,299,311,http://doi.org/10.1016/j.cognition.2015.04.017
QwDLA,"Gervais, WM",Override the controversy: Analytic thinking predicts endorsement of evolution,Evolution; Creationism; Dual process theories; Supernatural beliefs; Cognitive style,SEP,2015,142,312,321,http://doi.org/10.1016/j.cognition.2015.05.011
ZnBFp,"Carr, K; Kendal, RL; Flynn, EG",Imitate or innovate? Children's innovation is influenced by the efficacy of observed behaviour,Innovation; Behaviour efficacy; Imitation; Selective social learning; Asocial learning; Trade-offs,SEP,2015,142,322,332,http://doi.org/10.1016/j.cognition.2015.05.005
IAKpm,"Kleiman, T; Sher, N; Elster, A; Mayo, R",Accessibility is a matter of trust: Dispositional and contextual distrust blocks accessibility effects,Distrust; Accessibility effects; Priming; Situated-cognition,SEP,2015,142,333,344,http://doi.org/10.1016/j.cognition.2015.06.001
cksxi,"Mahr, T; McMillan, BTM; Saffran, JR; Weismer, SE; Edwards, J",Anticipatory coarticulation facilitates word recognition in toddlers,Word recognition; Coarticulation; Eye tracking; Word learning; Lexical development; Language development,SEP,2015,142,345,350,http://doi.org/10.1016/j.cognition.2015.05.009
UgrFE,"Legare, CH; Wen, NJ; Herrmann, PA; Whitehouse, H",Imitative flexibility and the development of cultural learning,Imitation; Imitative flexibility; Innovation; Ritual; Cultural learning; Causal reasoning; Social convention; Social cognition; Cognitive development,SEP,2015,142,351,361,http://doi.org/10.1016/j.cognition.2015.05.020
REanf,"Didino, D; Knops, A; Vespignani, F; Kornpetpanee, S",Asymmetric activation spreading in the multiplication associative network due to asymmetric overlap between numerosities semantic representations?,Mental number line; Multiplication associative network; Symbolic magnitude representation; Semantic representation of numerosities; Result verification task,AUG,2015,141,1,8,http://doi.org/10.1016/j.cognition.2015.04.002
AYafe,"Giezen, MR; Blumenfeld, HK; Shook, A; Marian, V; Emmorey, K",Parallel language activation and inhibitory control in bimodal bilinguals,Bimodal bilingualism; Cross-linguistic competition; Inhibitory control; Visual world paradigm,AUG,2015,141,9,25,http://doi.org/10.1016/j.cognition.2015.04.009
XqTyW,"Shen, MW; Xu, HK; Zhang, HH; Shui, RD; Zhang, M; Zhou, JF",The working memory Ponzo illusion: Involuntary integration of visuospatial information stored in visual working memory,Visual working memory; Visual perception; Information integration; Ponzo illusion,AUG,2015,141,26,35,http://doi.org/10.1016/j.cognition.2015.04.010
RNSjf,"Chassy, P; Gobet, F",Risk taking in adversarial situations: Civilization differences in chess experts,Civilization; Decision making; Expertise; Politics; Risk taking; Strategy,AUG,2015,141,36,40,http://doi.org/10.1016/j.cognition.2015.04.008
PcEuB,"Flecken, M; Athanasopoulos, P; Kuipers, JR; Thierry, G",On the road to somewhere: Brain potentials reflect language effects on motion event perception,Linguistic relativity; Grammar; Grammatical aspect; Motion events; Event-related potentials; Attention,AUG,2015,141,41,51,http://doi.org/10.1016/j.cognition.2015.04.006
SuAcJ,"Roberts, G; Lewandowski, J; Galantucci, B",How communication changes when we cannot mime the world: Experimental evidence for the effect of iconicity on combinatoriality,Experimental Semiotics; Signs; Language evolution; Bootstrapping communication; Sign language,AUG,2015,141,52,66,http://doi.org/10.1016/j.cognition.2015.04.001
TlBUg,"Bottini, R; Crepaldi, D; Casasanto, D; Crollen, V; Collignon, O",Space and time in the sighted and blind,Time; Space; Blindness; Frame of reference; Orthography,AUG,2015,141,67,72,http://doi.org/10.1016/j.cognition.2015.04.004
jlkxx,"Leibfried, F; Grau-Moya, J; Braun, DA",Signaling equilibria in sensorimotor interactions,Sensorimotor communication; Joint action; Decision theory; Game theory; Signaling game; Perfect Bayesian Nash equilibria,AUG,2015,141,73,86,http://doi.org/10.1016/j.cognition.2015.03.008
nIJWu,"Kirby, S; Tamariz, M; Cornish, H; Smith, K",Compression and communication in the cultural evolution of linguistic structure,Cultural transmission; Language evolution; Iterated learning,AUG,2015,141,87,102,http://doi.org/10.1016/j.cognition.2015.03.016
uAyHF,"Forrester, GS; Rodriguez, A",Slip of the tongue: Implications for evolution and language development,Tongue; Language; Cerebral lateralization; Typically developing children,AUG,2015,141,103,111,http://doi.org/10.1016/j.cognition.2015.04.012
fRsBU,"Bardi, L; Di Giorgio, E; Lunghi, M; Troje, NF; Simion, F",Walking direction triggers visuo-spatial orienting in 6-month-old infants and adults: An eye tracking study,Social stimuli; Biological motion; Visuo-spatial orienting,AUG,2015,141,112,120,http://doi.org/10.1016/j.cognition.2015.04.014
ENFbW,"Keetels, M; Pecoraro, M; Vroomen, J",Recalibration of auditory phonemes by lipread speech is ear-specific,Speech perception; Phonetic recalibration; Lipreading; Generalization,AUG,2015,141,121,126,http://doi.org/10.1016/j.cognition.2015.04.019
wTJpw,"Schwitzgebel, E; Cushman, F","Philosophers' biased judgments persist despite training, expertise and reflection",Expertise; Framing effects; Loss aversion; Order effects; Reasoning; Social cognition,AUG,2015,141,127,137,http://doi.org/10.1016/j.cognition.2015.04.015
uyCBa,"Ritchie, KL; Smith, FG; Jenkins, R; Bindemann, M; White, D; Burton, AM",Viewers base estimates of face matching accuracy on their own familiarity: Explaining the photo-ID paradox,Face matching; Face processing; Familiarity; Perceptual prediction,AUG,2015,141,161,169,http://doi.org/10.1016/j.cognition.2015.05.002
NvsPf,"Topolinski, S; Erle, TM; Reber, R",Necker's smile: Immediate affective consequences of early perceptual processes,Gestalt; Illusory contours; Visual disambiguation; Affect,JUL,2015,140,1,13,http://doi.org/10.1016/j.cognition.2015.03.004
tuabF,"Jara-Ettinger, J; Gweon, H; Tenenbaum, JB; Schulz, LE",Children's understanding of the costs and rewards underlying rational action,Action understanding; Cognitive development; Naive utility calculus; Rational action; Social cognition; Theory of mind,JUL,2015,140,14,23,http://doi.org/10.1016/j.cognition.2015.03.006
sxjcd,"Pietraszewski, D; Curry, OS; Petersen, MB; Cosmides, L; Tooby, J","Constituents of political cognition: Race, party politics, and the alliance detection system",Coalitional Psychology; Evolutionary Psychology; Politics; Race; Partisanship,JUL,2015,140,24,39,http://doi.org/10.1016/j.cognition.2015.03.007
pfpBH,"Abel, M; Bauml, KHT",Selective memory retrieval in social groups: When silence is golden and when it is not,Episodic memory; Retrieval; Social recall; Forgetting; Context reactivation,JUL,2015,140,40,48,http://doi.org/10.1016/j.cognition.2015.03.009
vaCNR,"van der Wel, RPRD",Me and we: Metacognition and performance evaluation of joint actions,Joint action; Metacognition; Sense of agency; Performance evaluation; Mixed linear models,JUL,2015,140,49,59,http://doi.org/10.1016/j.cognition.2015.03.011
JTKCn,"Gonzales, K; Gerken, L; Gomez, RL",Does hearing two dialects at different times help infants learn dialect-specific rules?,Rule learning; Dynamic change; Memory development,JUL,2015,140,60,71,http://doi.org/10.1016/j.cognition.2015.03.015
XhPdo,"Jarnefelt, E; Canfield, CF; Kelemen, D",The divided mind of a disbeliever: Intuitive beliefs about nature as purposefully created among different groups of non-religious adults,Dual process theory; Intentional reasoning; Religion; Atheism; Supernatural agent,JUL,2015,140,72,88,http://doi.org/10.1016/j.cognition.2015.02.005
GPjMF,"Hilliard, C; O'Neal, E; Plumert, J; Cook, SW",Mothers modulate their gesture independently of their speech,Hand gesture; Communication; Child safety; Mother-child interaction,JUL,2015,140,89,94,http://doi.org/10.1016/j.cognition.2015.04.003
pFcAu,"Van Hedger, SC; Heald, SLM; Koch, R; Nusbaum, HC",Auditory working memory predicts individual differences in absolute pitch learning,Working memory; Absolute pitch; Category learning; Perceptual learning; Expertise; Individual differences,JUL,2015,140,95,110,http://doi.org/10.1016/j.cognition.2015.03.012
WMSsu,"Kwok, SC; Macaluso, E","Scale invariance of temporal order discrimination using complex, naturalistic events",Bayesian inference; Retrieval latency; Self-similarity; Similarity value; SIMPLE model; Temporal context,JUL,2015,140,111,121,http://doi.org/10.1016/j.cognition.2015.04.007
dBdAO,"Bilson, S; Yoshida, H; Iran, CD; Woods, EA; Hills, TT",Semantic facilitation in bilingual first language acquisition,Bilingualism; Language acquisition; Communicative development inventory; Network analysis; Mutual exclusivity,JUL,2015,140,122,134,http://doi.org/10.1016/j.cognition.2015.03.013
lRmTS,"Althaus, N; Plunkett, K",Timing matters: The impact of label synchrony on infant categorisation,Categorisation; Cognitive development; Language development; Eye tracking; Visual attention,JUN,2015,139,1,9,http://doi.org/10.1016/j.cognition.2015.02.004
dRpqH,"Yechiam, E; Retzer, M; Telpaz, A; Hochman, G",Losses as ecological guides: Minor losses lead to maximization and not to avoidance,Attention; Performance; Loss aversion; Loss attention,JUN,2015,139,10,17,http://doi.org/10.1016/j.cognition.2015.03.001
qnUQk,"Benton, CP; Skinner, AL",Deciding on race: A diffusion model analysis of race-categorisation,Other-race; Race categorisation; Perception; Cognitive modelling; Diffusion model; Adaptation,JUN,2015,139,18,27,http://doi.org/10.1016/j.cognition.2015.02.011
KhSgg,"Kim, CS; Gunlogson, C; Tanenhaus, MK; Runner, JT",Context-driven expectations about focus alternatives,Focus; Discourse processing; Visual world eye-tracking; Alternatives; Context dependence; Domain restriction,JUN,2015,139,28,49,http://doi.org/10.1016/j.cognition.2015.02.009
ebmDS,"Ferguson, HJ; Apperly, I; Ahmad, J; Bindemann, M; Cane, J",Task constraints distinguish perspective inferences from perspective use during discourse interpretation in a false belief task,Theory of mind; False belief; Eye-tracking; Perspective use; Cognitive effort,JUN,2015,139,50,70,http://doi.org/10.1016/j.cognition.2015.02.010
lWbCR,"Culbertson, J; Newport, EL",Harmonic biases in child learners: In support of language universals,Learning biases; Language acquisition; Artificial language learning; Typology; Universals; Word order,JUN,2015,139,71,82,http://doi.org/10.1016/j.cognition.2015.02.007
IIbDy,"Hay, JB; Pierrehumbert, JB; Walker, AJ; LaShell, P",Tracking word frequency effects through 130 years of sound change,Sound change; Lexical frequency; Exemplar theory; New Zealand English; Chain shift,JUN,2015,139,83,91,http://doi.org/10.1016/j.cognition.2015.02.012
eLPjp,"Powell, D; Horne, Z; Pinillos, NA; Holyoak, KJ",A Bayesian framework for knowledge attribution: Evidence from semantic integration,Knowledge; Bayesian reasoning; Implicit memory; Semantic integration; False memory,JUN,2015,139,92,104,http://doi.org/10.1016/j.cognition.2015.03.002
UvTyI,"Soto, FA; Ashby, FG",Categorization training increases the perceptual separability of novel dimensions,Perceptual separability; Perceptual independence; Category learning; General recognition theory,JUN,2015,139,105,129,http://doi.org/10.1016/j.cognition.2015.02.006
