ID;Publication.Year;Author;Title;Abstract.Note;Publication.Title;DOI;Language;FirstA_continent;Access;Preprint;PreRegistered;OpenMaterial;OM_scale;OM_script;OM_other;OpenData;Source_OM
35;2017;Serrani Azcurra, D.;Psychometric validation of the Columbia-Suicide Severity rating scale in Spanish-speaking adolescents;"Introduction: Adolescent suicide is a major public health issue, and early and accurate detection is of great concern. There are many reliable instruments for this purpose, such as the Columbia-Suicide severity rating scale (C-SSRS), but no validation exists for Spanish speaking Latin American adolescents.; Objetive: To assess psychometric properties and cut-off scores of the C-SSRS in Spanish speaking adolescents.; Methods: Exploratory assessment with principal component analysis (PCA) and Varimax rotation, and confirmatory analysis (CFA) were performed on two groups with 782 and 834 participants respectively (N=1616). Mean age was 24.8 years. A Receiver operator analysis was applied to distinguish between control and suicide-risk subgroups adolescents.; Results: Promax rotation yielded two 10-items factors, for suicide ideation and behavior respectively. C-SSRS was positively correlated with other suicide risk scales, such as Beck Depression Inventory-II, Suicidal Behaviors Questionnaire-Revised, or PHQ-9. Confirmatory factor analysis yielded a two-factor solution as the best goodness of fit model. C-SSRS showed adequate ability to detect suicide risk group with positive predictive value of 68.3%. ROC analyses showed cutoff scores of ? 6 and ? 4 for suicide ideation and behavior scales respectively.; Conclusion: This research offers data supporting psychometric validity and reliability of C-SSRS in nonclinical Spanish-speaking students. Added benefits are flexible scoring and management easiness. This questionnaire yields data on distinct aspects of suicidality, being more parsimonious than separate administration of a bunch of questionnaires.; Introducción: Suicidio adolescente es un problema de salud pública y su detección temprana es de gran interés. Hay numerosos instrumentos confiables para este objetivo, como la escala Columbia para la detección del riesgo de suicidio, pero no ha sido validada para población adolescente de habla hispana en Latinoamérica.; Objetivo: Validar psicométricamente y explorar los puntos de corte para la escala Columbia en adolescentes de habla hispana.Métodos: Analisis exploratorio con extracción de componentes principales y rotación Varimax así como análisis confirmatorio fueron llevados a cabo sobre 782 y 834 participantes respectivamente (N=1616). La edad media fue de 24.8 años. El análisis ROC distinguió entre controles y adolescentes en riesgo de suicidio.; Resultados: La rotación Promax arrojó dos factores de 10 ítems, para ideación y comportamiento suicida respectivamente. La C-SSRS correlaciono positivamente con otras escalas de detección de riesgo de suicidio como Beck Depression Inventory-II, Suicidal Behaviors Questionnaire-Revised, o el PHQ-9. El análisis factorial confirmatorio ofreció una solución de 2 factores como el modelo con mejor ajuste. El análisis ROC tuvo puntos de corte ? 6 y ? 4 para las escalas de ideación y comportamiento suicida respectivamente.; Conclusión: Esta investigación ofrece datos que apoyan la validez psicométrica y confiabilidad de la C-SSRS en población de estudiantes adolescentes hispano-hablantes latinoamericanos. Beneficios adicionales son un sistema de puntaje flexible y facilidad de administración. Este cuestionario ofrece datos sobre distintos aspectos de suicidalidad siendo más robusto que la administración separada de varios cuestionarios diferentes.";Colombia medica (Cali, Colombia);10.25100/cm.v43i4.2294;English;2;2;;0;1;1;0;0;0;repositorio institucional
20;2019;"Siddaway, A.P.; Wood, A.M.; O'Carroll, R.E.; O'Connor, R.C.";Characterizing self-injurious cognitions: Development and validation of the suicide attempt beliefs scale (SABS) and the nonsuicidal self-injury beliefs scale (NSIBS);"Self-injurious cognitions (SICs) are cognitions about deliberately injuring oneself (self-injurious behavior [SIB]). Existing measures of the content of SICs provide varying coverage, highlighting a lack of consensus regarding which cognitions characterize SIB. Additionally, a central, unresolved conceptual and measurement issue concerns whether to conceptualize suicide attempts (SA) and nonsuicidal self-injury (NSSI), 2 forms of SIB, as separate constructs. We developed the Suicide Attempt Beliefs Scale (SABS) and the Nonsuicidal Self-Injury Beliefs Scale (NSIBS) to clarify which SICs characterize SA and NSSI and what factor structure best explains SA and NSSI cognitions. A series of factor analyses across 6 samples (N 3,313) revealed that the SABS consists of 7 correlated factors and the NSIBS consists of 10 correlated factors. Both instruments contain factors that describe how SIB relates to oneself and others and demonstrate moderate to excellent test-retest reliability over 2-4 weeks and strong internal consistency; 95% of the correlations between SABS and NSIBS subscales were r.5. Both instruments demonstrated small to moderate-sized correlations with a range of clinical variables, measures of well-being, and purportedly similar, existing SIB constructs. Various analyses indicate that SA and NSSI SICs are similar but distinct phenomena, supporting the use of separate terminology and definitions of SA and NSSI, and pointing to the importance of separating SA and NSSI in research and clinical practice. We hope that the development of the SABS and NSIBS may unify the field somewhat in its understanding and measurement of the basic constituent elements of SICs. © 2018 American Psychological Association.";Psychological Assessment;10.1037/pas0000684;English;3;1;1;0;1;1;0;1;0;in the manuscript/SM
46;2019;"Spangenberg, L.; Glaesmer, H.; Hallensleben, N.; Schönfelder, A.; Rath, D.; Forkmann, T.; Teismann, T.";Psychometric properties of the German version of the suicide cognitions scale in two clinical samples;The present study aimed at evaluating the psychometric properties of German Suicide Cognitions Scale (SCS-18/SCS-9) in two clinical samples. Validity and reliability were established in an outpatient- (n = 277) and in an inpatient sample (n = 75). Statistical analyses included confirmatory factor analyses, correlation analyses, between-group comparison by history of lifetime suicide attempts, and regression analyses. The three-factor model showed good model fit for the long version of the SCS (SCS-18). For the short version of the SCS (SCS-9), a bifactor model yielded the best fit. Overall, the total scale of the SCS-18 and the SCS-9 and the subscales of the SCS-18 showed satisfactory internal consistency, as well as good convergent validity. The SCS-18 subscales and the SCS-9 demonstrated clinical utility by differentiating between participants with prior and without prior suicide attempts. The SCS (subscale unsolvability and SCS-9 score) predicted current suicide ideation as well as suicide ideation 7–10 days later – even after controlling for established risk-factors (e.g., depression, hopelessness, interpersonal variables). Results suggest that the SCS-18 and the SCS-9 are reliable and valid measures to assess suicidal cognitions that can be used in clinical as well as in research settings. © 2019;Psychiatry Research;10.1016/j.psychres.2019.02.047;English;3;1;0;0;1;1;0;0;0;in the manuscript/SM
89;2019;"Suárez-Colorado, Y.; Sañudo, J.P.; Caballero-Domínguez, C.C.; Pineda-Roa, C.A.";Adaptation, construct validity and reliability of the plutchik suicide risk scale in colombian adolescents [Adaptación, validez de constructo y confiabilidad de la escala de riesgo suicida plutchik en adolescentes colombianos];"Plutchik’s suicide risk scale has been widely used to assess suicide risk; however, studies on its psychometric properties in Colombian adolescents are unknown. The objective was to establish the adaptation, construct validity and reliability of the scale in Colombian adolescents in Colombian adolescents. An instrumental study was designed, in a sample made up of 481 adolescents with age between 13 and 20 years (M = 16.3, SD = 1.4), 46% corresponded to men. Exploratory Factor Analysis evaluated the construct validity and the number of factors was defined with the Horn Parallel Analysis and the adjustment with Confirmatory Factor Analysis. A reduced version of nine items was obtained grouped into two factors that explained 53% of the common variance and very good fit [ x2S-B = 26.36, gl = 26, p = 0.34; NNFI = 1.0, CFI = 1.0, RMSEA = 0.02, IC 90% (0.00, 0.05)]. The items discriminated between those who attempted suicide and those who had not tried. Cronbach’s alpha reliability for depression was .72 and .80 for suicidal risk, McDonald’s Omega was .82 and .94 respectively. It is concluded that the new reduced version of nine items of the Plutchik suicide risk scale has adequate psychometric characteristics and its use is recommended in the assessment of suicide risk in colombian adolescents. © 2019 Fundación Universitaria Konrad Lorenz.";Revista Latinoamericana de Psicologia;10.14349/rlp.2019.v51.n3.1;Spanish;2;2;;0;0;;;;0;
4;2016;"Sukhawaha, S.; Arunpongpaisal, S.; Hurst, C.";Development and psychometric properties of the Suicidality of Adolescent Screening Scale (SASS) using Multidimensional Item Response Theory;Suicide prevention in adolescents by early detection using screening tools to identify high suicidal risk is a priority. Our objective was to build a multidimensional scale namely “Suicidality of Adolescent Screening Scale (SASS)” to identify adolescents at risk of suicide. An initial pool of items was developed by using in-depth interview, focus groups and a literature review. Initially, 77 items were administered to 307 adolescents and analyzed using the exploratory Multidimensional Item Response Theory (MIRT) to remove unnecessary items. A subsequent exploratory factor analysis revealed 35 items that collected into 4 factors: Stressors, Pessimism, Suicidality and Depression. To confirm this structure, a new sample of 450 adolescents were collected and confirmatory MIRT factor analysis was performed. The resulting scale was shown to be both construct valid and able to discriminate well between adolescents that had, and hadn't previous attempted suicide. © 2016 Elsevier Ireland Ltd;Psychiatry Research;10.1016/j.psychres.2016.07.014;English;4;1;0;0;0;;;;0;
38;2011;"Urzúa M., A.; Caqueo-Urízar, A.";Construction and psychometric assessment of a scale designed to examine factors linkes to suicidal behavior in chilean adolescents;"It is assessed the properties of an instrument to detect risk factors for the attempt of committing suicide in 500 students attending high school (mean age 16.5 years). Proposed four-factor solution (suicidal behavior, satisfaction, sense of life, and negative affection) accounts for a 58 % of the variance. Internal consistency for the factors and for the total scale is good (Cronbach's Alpha is 0.95 for the total scale). Regression analyses suggest that the best predictive variable for the ""attempt-of-committing-suicide"" behavior corresponds to suicidal behaviors (suicidal ideation and planning). The scale shows suitable psychometric properties to assess the risk for the attempt of committing suicide, differentiating between those who have made attempts of committing suicide and those who do not.";Universitas Psychologica;10.11144/javeriana.upsy10-3.cepe;Spanish;2;2;;0;0;;;;0;
22;2015;"Van Veen, M.; Van Weeghel, I.; Koekkoek, B.; Braam, A.W.";Structured assessment of suicide risk in a psychiatric emergency service: Psychometric evaluation of the Nurses' Global Assessment of Suicide Risk scale (NGASR);"Background: Risk of suicide is notoriously difficult to assess, and no gold standard is available, in terms of an instrument of first choice. Many different instruments are in use, among which are some that are not properly psychometrically investigated. Aim: The aim of this study is to establish the psychometric properties of the Dutch version of the Nurses' Global Assessment of Suicide Risk scale (NGASR), and the feasibility of its use in assessing suicide risk. Therefore, our research questions are as follows: what is the reliability, validity, interpretability and feasibility of the NGASR Methods: A psychometric study of acceptability, reliability and predictive validity among 252 patients making use of a concurrent instrument, the Suicide Intention Scale (SIS), concurrent assessment by a physician and 6-month follow-up. Results: Factor analysis identified five factors. Cronbach's alpha was .45. Intraclass correlation was .92 (95% confidence interval (CI) =85-95). Association between total NGASR and SIS was substantial and significant (B = 0.66, standard error of mean (SE) = 0.19, = .66, p = .003). NGASR total score had a significant and moderately strong association with judgement by a physician on ""suicidal thoughts' (odds ratio (OR) = 1.24, p = < .001) or ""suicidal thoughts or plans' (OR = 1.35, p = .001). No significant association of NGASR scores and 6-month follow-up of suicidality was found. Conclusions: Internal consistency of the NGASR and most of the subscales identified was low. Other indicators of reliability of the NGASR were sufficient, although predictive validity was poor. The NGASR did not outperform other instruments but is easy to use, and may contribute to identification of risk factors, as well as to a more integral assessment of suicide risk.";International Journal of Social Psychiatry;10.1177/0020764014543311;English;3;1;0;0;0;;;;0;
52;2023;"Yook, V.; Choi, Y.-H.; Gu, M.J.; Lee, D.; Won, H.; Woo, S.-Y.; Lee, D.H.; Jeon, H.J.";Suicide Screening Questionnaire-Self-Rating (SSQ-SR): Development, reliability, and validity in a clinical sample of Korean adults;The goal of the present study was to evaluate the psychometric properties of the Suicide Screening Questionnaire-Self-Rating (SSQ-SR). A 25-item SSQ-SR is a newly developed suicide screening tool that measures suicide risk factors, including a history of suicidal thoughts and behaviors (STBs), life stress, and mental health problems. To investigate the reliability and validity of the SSQ-SR, we conducted a longitudinal case-control study with adults with and without STBs in the past six months. A total of 176 participants were recruited through 12 hospital-based Crisis Response Centers across South Korea. At the baseline, we administered the SSQ-SR, the Beck Scale for Suicide Ideation (BSSI), and the Patient Health Questionnaire-9 (PHQ-9). In a 6-months follow-up, we investigated whether the participants engaged in suicidal ideation, plan, or attempt since the baseline assessment. As a result, the SSQ-SR demonstrated a strong internal consistency (Cronbach's alpha coefficient = 0.96). In addition, the total score of SSQ-SR had concurrent validity compared to the total scores of the BSSI and the PHQ-9. In comparing the suicidal groups with the control group, the ROC analysis indicated the optimal cut point at 31 with a sensitivity rate of 0.97 and a specificity rate of 0.98. Through explanatory factor analysis, two factors were identified: Mental Health and Environmental Factors and Active Suicidal Thoughts and Behaviors. The SSQ-SR total and sub-factor scores were prospectively associated with subsequent suicidal ideation, plan, and attempt. These findings support that the SSQ-SR is a promising tool in prospectively screening those who are at risk of suicidal thoughts, plans, and nonfatal attempts. © 2022 The Authors;Comprehensive Psychiatry;10.1016/j.comppsych.2022.152360;English;4;2;;0;0;;;;0;
33;2014;"Zhang, Y.; Yip, P.S.F.; Fu, K.-W.";Validation of the Chinese version of the Reynolds' suicidal ideation questionnaire: Psychometric properties and its short version;"Background: This study aims to validate the Chinese version of the Reynolds' Suicidal Ideation Questionnaire (SIQ) in a Chinese society and explore a convenient short version.Methods: A sample of 711 cases was derived from two territory-wide surveys of Hong Kong adolescents aged between 15 and 19 years old.Results: The SIQ and the Suicidal Ideation Questionnaire-Junior (SIQ-JR) demonstrated good reliability and concurrent validity among Hong Kong adolescents. However, the factor structure for both SIQ and SIQ-JR appeared to be unclear. A four-item short form of the SIQ-JR, namely, SIQ-JR-4, was proposed.Conclusion: The SIQ-JR-4 is an ideal substitute of the SIQ/SIQ-JR for future quick assessment of suicidal ideation in Chinese young adolescents. © 2014 Zhang et al.; licensee BioMed Central Ltd.";Health and Quality of Life Outcomes;10.1186/1477-7525-12-33;English;4;2;;0;0;;;;0;
10;2020;"Zia, B.; Heisel, M.J.; Peckham, S.B.; Rosen, S.";A Psychometric Assessment of the Suicidal Behaviors Questionnaire (SBQ-5) and Geriatric Suicide Ideation Scale-Screen (GSIS-screen) in Middle-Aged and Older Men;"Objectives. To investigate the psychometric properties of the five-item Suicidal Behaviors Questionnaire (SBQ-5) and the Geriatric Suicide Ideation Scale-Screen (GSIS-Screen, submitted) among community-residing middle-aged and older men. Methods. The SBQ-5 and GSIS-Screen were administered to 93 men, 55 years or older, who participated in an eligibility assessment (Time 1) for an upstream psychological intervention study to prevent the onset of suicide ideation among men struggling to transition to retirement. Eligible participants later completed the full GSIS and measures of depression and hopelessness at a pre-group assessment (Time 2). Results. The SBQ-5 was positively associated with the GSIS-Screen at the eligibility assessment. Internal consistency for both measures was low but acceptable. Time 1 scores on both screens predicted suicide ideation at Time 2, controlling for the intervening time lag and for baseline cognitive and physical functioning. Only the GSIS-Screen uniquely predicted future depression and hopelessness ratings. Conclusions. The SBQ-5 and the GSIS-Screen have acceptable psychometric properties among middle-aged and older community-residing men; the GSIS-Screen is more closely associated with later-life suicide risk factors. Clinical Implications. Brief screening tools may be of use in effectively identifying suicide ideation in community-residing middle-aged and older men. © 2019, © 2019 Taylor & Francis.";Clinical Gerontologist;10.1080/07317115.2019.1656695;English;1;1;0;0;0;;;;0;
5;2023;"Hedley, D.; Batterham, P.J.; Bury, S.M.; Clapperton, A.; Denney, K.; Dissanayake, C.; Fox, P.; Frazier, T.W.; Gallagher, E.; Hayward, S.M.; Robinson, J.; Sahin, E.; Trollor, J.; Uljarevi?, M.; Stokes, M.A.";The Suicidal Ideation Attributes Scale-Modified (SIDAS-M): Development and preliminary validation of a new scale for the measurement of suicidal ideation in autistic adults;"The study describes the development and preliminary psychometric validation of the Suicidal Ideation Attributes Scale-Modified (SIDAS-M), a five-item assessment of suicidal ideation for use with autistic adults. Participants (n = 102 autistic adults; 58% women, 34% men, 8% nonbinary; Mage = 41.75, SD = 12.89) completed an online survey including the SIDAS-M at Time 1 and participated in follow-up interviews at Time 2 (~111 days later). A single factor solution provided good to excellent fit to the data (comparative fit index = 0.961, Tucker–Lewis index = 0.921; standardized root mean square residual = 0.027), with all items showing good to excellent loadings (0.74–0.91). SIDAS-M total score (?=.930, bias-corrected and accelerated 95% confidence interval (BCa 95% CI) [.90,.95]) demonstrated good convergent validity, correlating significantly with existing suicide specific (?=.442–.698, p<.001) and well-being measures (?=.325.–.505, p?.001), and good divergent validity. Logistic regression controlling for age, gender, and relationship status indicated that SIDAS-M scores at Time 1 significantly predicted suicidal behavior at Time 2, ? = 0.462, p < 0.001, [0.032, 0.068]. Receiver operating characteristic curve analysis indicated SIDAS-M has utility discriminating between participants classified at low or above low risk, area under the curve = 0.866, [0.767, 0.966], p < 0.001, with a cutoff score ?1 providing a potentially useful indicator of increased suicidal risk. Overall, SIDAS-M demonstrated good psychometric properties when used with autistic adults without intellectual disability. Lay Abstract: Autistic people may be at higher risk of suicidal behavior than people in the general population. Suicidal behavior may include thinking about suicide or attempting to end one’s own life by suicide. It is important to identify autistic people who may be thinking about suicide. People who are at risk of suicidal behavior can be identified by asking questions about whether they have been thinking about suicide. A specially designed questionnaire, or screening instrument, can help someone ask the best questions to find out if someone has been thinking about suicide. This information can help to identify supports to be put in place to prevent suicidal behavior, such as a suicide attempt. However, autistic people may interpret questions differently than non-autistic people. It is important to use screening tools that have been designed with, and for autistic people. In this study, we examined the Suicidal Ideation Attributes Scale (SIDAS). The SIDAS is an existing tool that was developed to screen for suicidal thinking in the general population. We modified SIDAS for use with autistic adults. We involved autistic people in the process of modifying SIDAS. We called the modified instrument the SIDAS-M. The results of our study showed SIDAS-M may be useful for screening for suicidal thinking in autistic adults who do not have an intellectual disability. © The Author(s) 2022.";Autism;10.1177/13623613221131234;English;6;1;0;0;1;1;0;1;0;in the manuscript/SM
7;2022;"Bryan, C.J.; May, A.M.; Thomsen, C.J.; Allen, M.H.; Cunningham, C.A.; Wine, M.D.; Taylor, K.B.; Baker, J.C.; Bryan, A.O.; Harris, J.A.; Russell, W.A.";Psychometric evaluation of the Suicide Cognitions Scale-Revised (SCS-R);The measurement of self-reported suicide risk can be complicated in medical settings due to patient apprehension about the potential consequences of self-disclosure. The Suicide Cognitions Scale (SCS) was designed to assess suicide risk by measuring a range of suicidogenic cognitions (e.g., hopelessness, perceived burdensomeness) collectively referred to as the suicidal belief system. The SCS’s concurrent, known groups, and prospective validity for suicidal thoughts and behaviors have previously been supported. The present study examined the factor structure, known-groups, and concurrent validity of a revised, 16-item version of the SCS (SCS-R), which removed two items that explicitly used the word “suicide” and changed item scoring from a 1–5 to 0–4 scale, thereby improving the interpretation of scores. In a sample of 2,690 primary care patients presenting for routine medical care at one of six US military clinics, results of bifactor analysis supported the scale’s unidimensionality. The SCS-R significantly differentiated participants with a history of suicide attempts and was significantly correlated with frequency of thoughts about death and self-harm during the previous 2 weeks. Results align with earlier research and provide psychometric support for the SCS-R. © 2021 Society for Military Psychology, Division 19 of the American Psychological Association.;Military Psychology;10.1080/08995605.2021.1897498;English;1;1;0;0;0;;;;0;
12;2020;"Heisel, M.J.; Flett, G.L.";Screening for suicide risk among older adults: assessing preliminary psychometric properties of the Brief Geriatric Suicide Ideation Scale (BGSIS) and the GSIS-Screen;"Objectives: To initially assess psychometric properties of two abbreviated versions of the Geriatric Suicide Ideation Scale (GSIS): a 10-item Brief Geriatric Suicide Ideation Scale (BGSIS), and a 5-item Geriatric Suicide Ideation Scale-Screen (GSIS-Screen). Methods: A series of psychometric analyses was conducted, assessing the internal consistency, test–retest reliability, construct and predictive validity of the abbreviated GSIS scales. This was done by selecting-out GSIS items from a combined dataset of studies on suicide ideation in older adults: 1) The GSIS scale development study (n = 107); 2) A clinical trial of Interpersonal Psychotherapy (IPT) modified for suicidal older adults(n = 25); 3) A longitudinal study of risk and resiliency to suicide ideation in community-residing older adults (n = 173). Results: Overall findings demonstrated strong internal consistency, test–retest reliability, concurrent and predictive validity for the BGSIS and GSIS-Screen with older adults across community, clinical, and residential settings. Conclusion: Study findings support the use of the abbreviated GSIS scales when conducting research on suicide risk identification among older adults. Future research is recommended testing these scales prospectively in public health, residential, and clinical settings, in research and healthcare delivery contexts. © 2020 Informa UK Limited, trading as Taylor & Francis Group.";Aging and Mental Health;10.1080/13607863.2020.1857690;English;1;1;0;0;0;;;;0;
15;2021;"McCall, W.V.; Porter, B.; Pate, A.R.; Bolstad, C.J.; Drapeau, C.W.; Krystal, A.D.; Benca, R.M.; Rumble, M.E.; Nadorff, M.R.";Examining suicide assessment measures for research use: Using item response theory to optimize psychometric assessment for research on suicidal ideation in major depressive disorder;Introduction: Progress reducing suicide death will require randomized clinical trials (RCTs) specifically targeting suicide risk. Even large RCTs may not stipulate suicide death as the primary outcome, as suicide death is relatively uncommon. Therefore, RCTs may need to specify suicidal ideation as a proxy indicator of risk. There is no consensus on the best tool for measuring suicidal ideation within RCTs. We contrasted the psychometric performance of three suicidal ideation measures to address this need. Methods: We applied item response theory to the Beck Scale for Suicide Ideation (BSSI), the Columbia-Suicide Severity Rating Scale (C-SSRS), and the suicide item of the Hamilton Rating Scale for Depression (HRSD) for 101 outpatients with depression and suicidal ideation participating in a RCT with suicidal ideation as the primary outcome. Results: All measures of suicidal ideation were equally able to detect low and very high levels of suicidal ideation. Conclusions: The choice of the specific measure of suicidal ideation in a clinical trial may be dictated by time and financial resources versus the need for granularity in the interpretation of the scores. © 2021 The American Association of Suicidology;Suicide and Life-Threatening Behavior;10.1111/sltb.12791;English;1;1;0;0;0;;;;0;
18;2019;"Gutierrez, P.M.; Joiner, T.; Hanson, J.; Stanley, I.H.; Silva, C.; Rogers, M.L.";Psychometric Properties of Four Commonly Used Suicide Risk Assessment Measures: Applicability to Military Treatment Settings;"Clinicians working in U.S. Department of Defense behavioral health settings rely on standardized suicide risk assessment measures to guide their treatment of service members. Most of the measures used were developed, normed, and validated for use with civilians. Although there is reason to believe such measures will perform similarly in civilian and military treatment settings, that assumption has rarely been confirmed empirically. The purpose of the current study was to examine data from a large assessment study to confirm the reliability and validity of 4 widely used suicide risk assessment measures for military personnel. The risk assessment measures were (a) Columbia-Suicide Severity Rating Scale; (b) Self-Harm Behavior Questionnaire; (c) Suicidal Behaviors Questionnaire—Revised; and (d) Beck Scale for Suicide Ideation. Items from the Military Suicide Research Consortium’s Common Data Elements were used to examine convergent validity. Data from 1,044 military service members at risk for suicide who completed baseline assessments were used in the current analyses. Small differences were found across the measures, but overall performance was acceptable and all are considered valid and reliable to use when assessing active duty U.S. military personnel. © 2019, © 2019 Taylor & Francis Group, LLC.";Military Behavioral Health;10.1080/21635781.2018.1562390;English;1;1;0;0;0;;;;0;
23;2023;"Moscardini, E.H.; Pardue-Bourgeois, S.; Oakey-Frost, D.N.; Powers, J.; Bryan, C.J.; Tucker, R.P.";Suicide Cognitions Scale: Psychometric Support in a Community Sample Using Bifactor Modeling and Altered Item Content;"The Suicide Cognitions Scale (SCS) measures suicide-related beliefs proposed by the Fluid Vulnerability Theory. A recent investigation of a revised version of the SCS (i.e., SCS-R) which omits items explicitly referencing suicide has indicated that the measure is highly influenced by a general factor and may be useful for distinguishing severity levels of suicidal thoughts and behaviors; however, limited concurrent validity studies with a range of suicide-related experiences have been conducted. As such, this study replicated and extended previous psychometric research on the SCS-R in an online survey study with a community sample of N = 10,625 U.S. adults. Results confirmed the unidimensional structure of the SCS-R. Logistic regression analyses indicated that the total score of the SCS-R is useful in distinguishing varying levels of suicidal thoughts and behaviors such as past-month planning for suicide without attempt versus past-month suicide attempt. Implications and limitations are discussed. © The Author(s) 2021.";Assessment;10.1177/10731911211050894;English;1;1;0;0;0;;;;0;
27;2022;"Gauvin, G.; Bardon, C.; Côté, L.-P.";Psychometric validation of the French version of the Suicidal Ideation Attributes Scale (SIDAS-FR);The purpose of this study was to validate in French the Suicidal Ideation Attributes Scale (SIDAS) using an online community survey that was completed by 2304 French-speaking Quebec participants (adolescents and adults). The SIDAS-FR demonstrated high internal consistency (? =.83), a unifactorial structure, and strong convergent validity with relevant constructs. Cutoff scores of ?13 for moderate severity and ?20 for high severity of suicidal ideations were optimal. The excellent psychometric properties of the French-Canadian version of the SIDAS support its use as an effective tool for online screening of suicidal ideations, for both adolescents and adults. © 2021 Taylor & Francis Group, LLC.;Death Studies;10.1080/07481187.2021.1951395;English;1;1;0;0;1;1;0;0;0;repositorio institucional
34;2015;"Adler, A.; Jager-Hyman, S.; Green, K.L.; Brown, G.K.; Beck, A.T.; Wenzel, A.";Initial Psychometric Properties of the Attentional Fixation on Suicide Experiences Questionnaire;Attentional fixation is a cognitive process characterized by a narrowing of attention on and preoccupation with suicide as the only solution to one’s problems. The present study sought to investigate the experience of attentional fixation on suicide by establishing the psychometric properties of the Attentional Fixation on Suicide Experiences Questionnaire (AFSEQ) in a sample of 64 patients who recently attempted suicide. The AFSEQ evidenced strong psychometric properties, including good internal consistency and construct validity through moderate correlations with measures of suicidal ideation, depressive symptoms, and suicide-relevant cognitive distortions. In addition, an exploratory factor analysis of the AFSEQ identified two factors: Cognitive Dysfunction and Cognitive Stuckness. Results suggest the AFSEQ is a reliable method for assessing the experience of attentional fixation in relation to suicide. We propose future research to further examine attentional fixation as a proximal risk factor for suicidal behavior. © 2015, Springer Science+Business Media New York.;Cognitive Therapy and Research;10.1007/s10608-015-9683-7;English;1;1;0;0;0;;;;0;
37;2016;"Heisel, M.J.; Flett, G.L.";Investigating the psychometric properties of the Geriatric Suicide Ideation Scale (GSIS) among community-residing older adults;Objectives: To investigate the psychometric properties of the Geriatric Suicide Ideation Scale (GSIS) among community-residing older adults.Method: We recruited 173 voluntary participants, 65 years and older, into a 2+ year longitudinal study of the onset or exacerbation of depressive symptoms and suicide ideation. We assessed the internal consistency of the GSIS and its four component subscales, and its shorter and longer duration test-retest reliability, convergent (depression, social hopelessness, and loneliness), divergent (psychological well-being, life satisfaction, perceived social support, and self-rated health), discriminant (basic and instrumental activities of daily living and social desirability), criterion (history of suicide behavior), and predictive validity (future suicide ideation).Results: The GSIS demonstrated strong test-retest reliability and internal consistency. Baseline GSIS scores were significantly positively associated with suicide risk factors, negatively associated with potential resiliency factors, and not associated with functional impairment or social desirability. GSIS scores significantly differentiated between participants with as compared to those without a history of suicide behavior. Baseline GSIS scores significantly predicted suicide ideation at a 2+ year follow-up assessment.Conclusion: Findings suggest strong measurement characteristics for the GSIS with community-residing older adults, including impressive consistency over time. These results are consistent with research attesting to the empirical and pragmatic strengths of this measure. These findings have implications for the monitoring of suicide risk when aiming to enhance mental health and well-being and prevent suicide in later life. © 2015 Taylor & Francis.;Aging and Mental Health;10.1080/13607863.2015.1072798;English;1;1;0;0;0;;;;0;
39;2018;"O'Rourke, N.; Heisel, M.J.; Canham, S.L.; Sixsmith, A.; Yaghoubi-Shahir, H.; King, D.B.";Psychometric validation of the Geriatric Suicide Ideation Scale (GSIS) among older adults with bipolar disorder;"Objectives: Across age groups, bipolar disorder (BD) carries the greatest risk of death by suicide of all psychiatric conditions; 25%–50% of those with BD will make one or more suicide attempt. Psychometrically sound instruments are required to reliably measure suicide ideation and risk of self-harm for older adults with BD. For this study, we validate the geriatric suicide ideation scale (GSIS) with adults 50+ years with BD. Methods: We recruited a global sample of 220 older adults with BD (M = 58.50 years of age) over 19 days using socio-demographically targeted, social media advertising and online data collection. To demonstrate the construct validation of GSIS responses by older adults with BD, we computed correlations and performed regression analyses to identify predictors of suicide ideation. Results: Our analyses support a four-factor model of responses to the GSIS (ideation, death ideation, loss of personal and social worth, and perceived meaning in life) measuring a higher order latent construct. Older adults with BD reporting low satisfaction with life and current depressive symptoms, and who misuse alcohol, report significantly higher levels of suicide ideation. Sleep quality and cognitive failures are also correlated with GSIS responses. Conclusions: Results support the factorial validity of the GSIS with older adults with BD. Similar to other populations, the GSIS measures a four-factor structure of suicide ideation. Across BD subtypes, the GSIS appears to reliably measure suicide ideation among older adults with BD. © 2017 Informa UK Limited, trading as Taylor & Francis Group.";Aging and Mental Health;10.1080/13607863.2017.1317333;English;4;1;0;0;0;;;;0;
